bmi_group,q,bmi_used_for_conservative_group_decision,continuous_threshold_week,recommended_complete_week,status,bootstrap_replicate
36-<40,0.9,39.89611954,21.48004930081607,22.0,within_window,251
40+,0.9,46.875,24.411990508468193,25.0,within_window,251
20-<28,0.9,27.97521095,12.975769849471751,13.0,within_window,252
28-<32,0.9,31.99217133,17.448331396547555,18.0,within_window,252
32-<36,0.9,35.9610279813552,21.86733331976476,22.0,within_window,252
36-<40,0.9,39.89611954,26.24874053429579,,beyond_25_week_window,252
40+,0.9,46.875,34.019161308780674,,beyond_25_week_window,252
20-<28,0.9,27.97521095,14.966209714535138,15.0,within_window,253
28-<32,0.9,31.99217133,17.41692077813728,18.0,within_window,253
32-<36,0.9,35.9610279813552,19.83828419355815,20.0,within_window,253
36-<40,0.9,39.89611954,22.239047832421374,23.0,within_window,253
40+,0.9,46.875,26.496799449796992,,beyond_25_week_window,253
20-<28,0.9,27.97521095,12.561287220954739,13.0,within_window,254
28-<32,0.9,31.99217133,17.86311529697728,18.0,within_window,254
32-<36,0.9,35.9610279813552,23.10145315279248,24.0,within_window,254
36-<40,0.9,39.89611954,28.29522579023689,,beyond_25_week_window,254
40+,0.9,46.875,37.50637572994158,,beyond_25_week_window,254
20-<28,0.9,27.97521095,17.66251106249022,18.0,within_window,255
28-<32,0.9,31.99217133,20.27826646560382,21.0,within_window,255
32-<36,0.9,35.9610279813552,22.862697788764073,23.0,within_window,255
36-<40,0.9,39.89611954,25.42514203330299,,beyond_25_week_window,255
40+,0.9,46.875,29.969634023271013,,beyond_25_week_window,255
20-<28,0.9,27.97521095,14.449602325867357,15.0,within_window,256
28-<32,0.9,31.99217133,17.856610565493792,18.0,within_window,256
32-<36,0.9,35.9610279813552,21.22281934872888,22.0,within_window,256
36-<40,0.9,39.89611954,24.560390072786472,25.0,within_window,256
40+,0.9,46.875,30.47956800368454,,beyond_25_week_window,256
20-<28,0.9,27.97521095,14.511417938771093,15.0,within_window,257
28-<32,0.9,31.99217133,18.094847699458153,19.0,within_window,257
32-<36,0.9,35.9610279813552,21.635365328453787,22.0,within_window,257
36-<40,0.9,39.89611954,25.145761963801284,,beyond_25_week_window,257
40+,0.9,46.875,31.37144645428197,,beyond_25_week_window,257
20-<28,0.9,27.97521095,15.232880468952004,16.0,within_window,258
28-<32,0.9,31.99217133,19.68865058097918,20.0,within_window,258
32-<36,0.9,35.9610279813552,24.09106214920798,25.0,within_window,258
36-<40,0.9,39.89611954,28.456020151382724,,beyond_25_week_window,258
40+,0.9,46.875,36.19726826622683,,beyond_25_week_window,258
20-<28,0.9,27.97521095,16.362943133806127,17.0,within_window,259
28-<32,0.9,31.99217133,18.212086894627575,19.0,within_window,259
32-<36,0.9,35.9610279813552,20.03908686977998,21.0,within_window,259
36-<40,0.9,39.89611954,21.850543622044285,22.0,within_window,259
40+,0.9,46.875,25.06316013785063,,beyond_25_week_window,259
20-<28,0.9,27.97521095,16.08198784753186,17.0,within_window,260
28-<32,0.9,31.99217133,19.29047660920333,20.0,within_window,260
32-<36,0.9,35.9610279813552,22.460543216272587,23.0,within_window,260
36-<40,0.9,39.89611954,25.60364044593959,,beyond_25_week_window,260
40+,0.9,46.875,31.177919852937034,,beyond_25_week_window,260
20-<28,0.9,27.97521095,16.865693797194428,17.0,within_window,261
28-<32,0.9,31.99217133,20.46777028380972,21.0,within_window,261
32-<36,0.9,35.9610279813552,24.026711341274986,25.0,within_window,261
36-<40,0.9,39.89611954,27.55537466756668,,beyond_25_week_window,261
40+,0.9,46.875,33.813455113922714,,beyond_25_week_window,261
20-<28,0.9,27.97521095,17.07216353517647,18.0,within_window,262
28-<32,0.9,31.99217133,18.62042955416211,19.0,within_window,262
32-<36,0.9,35.9610279813552,20.15015484548261,21.0,within_window,262
36-<40,0.9,39.89611954,21.666865981639493,22.0,within_window,262
40+,0.9,46.875,24.356751478289794,25.0,within_window,262
20-<28,0.9,27.97521095,15.254266993965294,16.0,within_window,263
28-<32,0.9,31.99217133,18.321580508409973,19.0,within_window,263
32-<36,0.9,35.9610279813552,21.35216246391222,22.0,within_window,263
36-<40,0.9,39.89611954,24.356961709258115,25.0,within_window,263
40+,0.9,46.875,29.68596979637594,,beyond_25_week_window,263
20-<28,0.9,27.97521095,14.594098527415182,15.0,within_window,264
28-<32,0.9,31.99217133,17.873716007443527,18.0,within_window,264
32-<36,0.9,35.9610279813552,21.114059555345605,22.0,within_window,264
36-<40,0.9,39.89611954,24.32683584397892,25.0,within_window,264
40+,0.9,46.875,30.024690983800895,,beyond_25_week_window,264
20-<28,0.9,27.97521095,12.920356030758695,13.0,within_window,265
28-<32,0.9,31.99217133,16.552980729661012,17.0,within_window,265
32-<36,0.9,35.9610279813552,20.14210417979462,21.0,within_window,265
36-<40,0.9,39.89611954,23.700693121708735,24.0,within_window,265
40+,0.9,46.875,30.011846613763527,,beyond_25_week_window,265
20-<28,0.9,27.97521095,11.101466604296123,12.0,within_window,266
28-<32,0.9,31.99217133,16.881389903432442,17.0,within_window,266
32-<36,0.9,35.9610279813552,22.592097717309382,23.0,within_window,266
36-<40,0.9,39.89611954,28.254221620071334,,beyond_25_week_window,266
40+,0.9,46.875,38.29599200284051,,beyond_25_week_window,266
20-<28,0.9,27.97521095,20.14910573409917,21.0,within_window,267
28-<32,0.9,31.99217133,20.22441591558575,21.0,within_window,267
32-<36,0.9,35.9610279813552,20.29882424587349,21.0,within_window,267
36-<40,0.9,39.89611954,20.372599546452346,21.0,within_window,267
40+,0.9,46.875,20.503439959176497,21.0,within_window,267
20-<28,0.9,27.97521095,15.886721784107186,16.0,within_window,268
28-<32,0.9,31.99217133,18.253796146725296,19.0,within_window,268
32-<36,0.9,35.9610279813552,20.59252442373391,21.0,within_window,268
36-<40,0.9,39.89611954,22.91135594355663,23.0,within_window,268
40+,0.9,46.875,27.023801039826782,,beyond_25_week_window,268
20-<28,0.9,27.97521095,13.280931221059658,14.0,within_window,269
28-<32,0.9,31.99217133,16.754808329222985,17.0,within_window,269
32-<36,0.9,35.9610279813552,20.187085215838575,21.0,within_window,269
36-<40,0.9,39.89611954,23.590161968142244,24.0,within_window,269
40+,0.9,46.875,29.625514766568983,,beyond_25_week_window,269
20-<28,0.9,27.97521095,21.022236591841676,22.0,within_window,270
28-<32,0.9,31.99217133,19.745106540780036,20.0,within_window,270
32-<36,0.9,35.9610279813552,18.483270321772668,19.0,within_window,270
36-<40,0.9,39.89611954,17.232169188625754,18.0,within_window,270
40+,0.9,46.875,15.013342734023562,16.0,within_window,270
20-<28,0.9,27.97521095,16.228437502016273,17.0,within_window,271
28-<32,0.9,31.99217133,18.787250050170712,19.0,within_window,271
32-<36,0.9,35.9610279813552,21.31542041796356,22.0,within_window,271
36-<40,0.9,39.89611954,23.822082347847196,24.0,within_window,271
40+,0.9,46.875,28.26764446541974,,beyond_25_week_window,271
20-<28,0.9,27.97521095,12.51982191240072,13.0,within_window,272
28-<32,0.9,31.99217133,16.200210458771732,17.0,within_window,272
32-<36,0.9,35.9610279813552,19.83652577683222,20.0,within_window,272
36-<40,0.9,39.89611954,23.44190510132473,24.0,within_window,272
40+,0.9,46.875,29.83604128433494,,beyond_25_week_window,272
20-<28,0.9,27.97521095,16.317354583834913,17.0,within_window,273
28-<32,0.9,31.99217133,17.55256805251005,18.0,within_window,273
32-<36,0.9,35.9610279813552,18.772989646759097,19.0,within_window,273
36-<40,0.9,39.89611954,19.98302849053477,20.0,within_window,273
40+,0.9,46.875,22.129031021051574,23.0,within_window,273
20-<28,0.9,27.97521095,15.283323131788467,16.0,within_window,274
28-<32,0.9,31.99217133,19.09206913235383,20.0,within_window,274
32-<36,0.9,35.9610279813552,22.855204804024652,23.0,within_window,274
36-<40,0.9,39.89611954,26.586325556539244,,beyond_25_week_window,274
40+,0.9,46.875,33.20346402093425,,beyond_25_week_window,274
20-<28,0.9,27.97521095,15.954394136772885,16.0,within_window,275
28-<32,0.9,31.99217133,18.778803751145443,19.0,within_window,275
32-<36,0.9,35.9610279813552,21.569390618759527,22.0,within_window,275
36-<40,0.9,39.89611954,24.336236537133427,25.0,within_window,275
40+,0.9,46.875,29.24323466609699,,beyond_25_week_window,275
20-<28,0.9,27.97521095,17.80403377421618,18.0,within_window,276
28-<32,0.9,31.99217133,19.6808282522572,20.0,within_window,276
32-<36,0.9,35.9610279813552,21.53514782296698,22.0,within_window,276
36-<40,0.9,39.89611954,23.373691749021432,24.0,within_window,276
40+,0.9,46.875,26.63434733712468,,beyond_25_week_window,276
20-<28,0.9,27.97521095,17.350621346549886,18.0,within_window,277
28-<32,0.9,31.99217133,17.980968772954018,18.0,within_window,277
32-<36,0.9,35.9610279813552,18.603767690365462,19.0,within_window,277
36-<40,0.9,39.89611954,19.221268138964952,20.0,within_window,277
40+,0.9,46.875,20.3164044910798,21.0,within_window,277
20-<28,0.9,27.97521095,18.821871624425818,19.0,within_window,278
28-<32,0.9,31.99217133,18.97349777792791,19.0,within_window,278
32-<36,0.9,35.9610279813552,19.123308184533467,20.0,within_window,278
36-<40,0.9,39.89611954,19.271844077415707,20.0,within_window,278
40+,0.9,46.875,19.535272316630937,20.0,within_window,278
20-<28,0.9,27.97521095,15.679754657573973,16.0,within_window,279
28-<32,0.9,31.99217133,17.47390759869188,18.0,within_window,279
32-<36,0.9,35.9610279813552,19.246575277805086,20.0,within_window,279
36-<40,0.9,39.89611954,21.004161966651345,22.0,within_window,279
40+,0.9,46.875,24.121239985483903,25.0,within_window,279
20-<28,0.9,27.97521095,16.72469832754315,17.0,within_window,280
28-<32,0.9,31.99217133,18.80365684001127,19.0,within_window,280
32-<36,0.9,35.9610279813552,20.857719499225404,21.0,within_window,280
36-<40,0.9,39.89611954,22.89430719720665,23.0,within_window,280
40+,0.9,46.875,26.506193192411423,,beyond_25_week_window,280
20-<28,0.9,27.97521095,18.810683751655144,19.0,within_window,281
28-<32,0.9,31.99217133,17.424164766986117,18.0,within_window,281
32-<36,0.9,35.9610279813552,16.054249563955427,17.0,within_window,281
36-<40,0.9,39.89611954,14.695988929960365,15.0,within_window,281
40+,0.9,46.875,12.287115220948149,13.0,within_window,281
20-<28,0.9,27.97521095,18.07750235966794,19.0,within_window,282
28-<32,0.9,31.99217133,17.485049812149068,18.0,within_window,282
32-<36,0.9,35.9610279813552,16.899691976522966,17.0,within_window,282
36-<40,0.9,39.89611954,16.319314079283384,17.0,within_window,282
40+,0.9,46.875,15.2900145303153,16.0,within_window,282
20-<28,0.9,27.97521095,20.792337529572624,21.0,within_window,283
28-<32,0.9,31.99217133,20.465499882619437,21.0,within_window,283
32-<36,0.9,35.9610279813552,20.142576167593038,21.0,within_window,283
36-<40,0.9,39.89611954,19.822399729713204,20.0,within_window,283
40+,0.9,46.875,19.25456717670356,20.0,within_window,283
20-<28,0.9,27.97521095,17.41884274035843,18.0,within_window,284
28-<32,0.9,31.99217133,19.058417984203817,20.0,within_window,284
32-<36,0.9,35.9610279813552,20.678359058139204,21.0,within_window,284
36-<40,0.9,39.89611954,22.284518465123192,23.0,within_window,284
40+,0.9,46.875,25.133040369631576,,beyond_25_week_window,284
20-<28,0.9,27.97521095,17.192158143665345,18.0,within_window,285
28-<32,0.9,31.99217133,18.017313052573346,19.0,within_window,285
32-<36,0.9,35.9610279813552,18.83258660242546,19.0,within_window,285
36-<40,0.9,39.89611954,19.640924203359972,20.0,within_window,285
40+,0.9,46.875,21.074510030823646,22.0,within_window,285
20-<28,0.9,27.97521095,15.108670781229648,16.0,within_window,286
28-<32,0.9,31.99217133,18.22268717333535,19.0,within_window,286
32-<36,0.9,35.9610279813552,21.299412732236142,22.0,within_window,286
36-<40,0.9,39.89611954,24.349963013754397,25.0,within_window,286
40+,0.9,46.875,29.760110512143758,,beyond_25_week_window,286
20-<28,0.9,27.97521095,14.979955492322528,15.0,within_window,287
28-<32,0.9,31.99217133,19.905399535212755,20.0,within_window,287
32-<36,0.9,35.9610279813552,24.77186061554403,25.0,within_window,287
36-<40,0.9,39.89611954,29.59692022336486,,beyond_25_week_window,287
40+,0.9,46.875,38.15415801911081,,beyond_25_week_window,287
20-<28,0.9,27.97521095,20.093288769824348,21.0,within_window,288
28-<32,0.9,31.99217133,19.880172610872922,20.0,within_window,288
32-<36,0.9,35.9610279813552,19.669608551247908,20.0,within_window,288
36-<40,0.9,39.89611954,19.46083586773427,20.0,within_window,288
40+,0.9,46.875,19.09057774798245,20.0,within_window,288
20-<28,0.9,27.97521095,18.709338850430083,19.0,within_window,289
28-<32,0.9,31.99217133,17.434838605784694,18.0,within_window,289
32-<36,0.9,35.9610279813552,16.175600700850545,17.0,within_window,289
36-<40,0.9,39.89611954,14.927075776590575,15.0,within_window,289
40+,0.9,46.875,12.712818225556198,13.0,within_window,289
20-<28,0.9,27.97521095,23.59727751193777,24.0,within_window,290
28-<32,0.9,31.99217133,21.319548448508943,22.0,within_window,290
32-<36,0.9,35.9610279813552,19.069095546761737,20.0,within_window,290
36-<40,0.9,39.89611954,16.837788398450083,17.0,within_window,290
40+,0.9,46.875,12.880567676761626,13.0,within_window,290
20-<28,0.9,27.97521095,15.768402779932062,16.0,within_window,291
28-<32,0.9,31.99217133,19.3583294778338,20.0,within_window,291
32-<36,0.9,35.9610279813552,22.9052662422051,23.0,within_window,291
36-<40,0.9,39.89611954,26.42202740206168,,beyond_25_week_window,291
40+,0.9,46.875,32.65899936961162,,beyond_25_week_window,291
20-<28,0.9,27.97521095,20.7693495971022,21.0,within_window,292
28-<32,0.9,31.99217133,20.29299262043535,21.0,within_window,292
32-<36,0.9,35.9610279813552,19.822340093047544,20.0,within_window,292
36-<40,0.9,39.89611954,19.355691647343114,20.0,within_window,292
40+,0.9,46.875,18.528091152950147,19.0,within_window,292
20-<28,0.9,27.97521095,15.650363379633834,16.0,within_window,293
28-<32,0.9,31.99217133,17.69174523689556,18.0,within_window,293
32-<36,0.9,35.9610279813552,19.7086812272249,20.0,within_window,293
36-<40,0.9,39.89611954,21.708458111875494,22.0,within_window,293
40+,0.9,46.875,25.255060170978293,,beyond_25_week_window,293
20-<28,0.9,27.97521095,16.890788367909455,17.0,within_window,294
28-<32,0.9,31.99217133,17.749704523067653,18.0,within_window,294
32-<36,0.9,35.9610279813552,18.59833502296719,19.0,within_window,294
36-<40,0.9,39.89611954,19.4397457893205,20.0,within_window,294
40+,0.9,46.875,20.931986838511996,21.0,within_window,294
20-<28,0.9,27.97521095,15.693284828013352,16.0,within_window,295
28-<32,0.9,31.99217133,17.18457936708265,18.0,within_window,295
32-<36,0.9,35.9610279813552,18.658015420866903,19.0,within_window,295
36-<40,0.9,39.89611954,20.11891620081054,21.0,within_window,295
40+,0.9,46.875,22.709822093393786,23.0,within_window,295
20-<28,0.9,27.97521095,15.324314122166236,16.0,within_window,296
28-<32,0.9,31.99217133,17.772643976126904,18.0,within_window,296
32-<36,0.9,35.9610279813552,20.19165469726409,21.0,within_window,296
36-<40,0.9,39.89611954,22.590085657416772,23.0,within_window,296
40+,0.9,46.875,26.843700271718937,,beyond_25_week_window,296
20-<28,0.9,27.97521095,16.18544485498264,17.0,within_window,297
28-<32,0.9,31.99217133,16.602759839732343,17.0,within_window,297
32-<36,0.9,35.9610279813552,17.01507741228805,18.0,within_window,297
36-<40,0.9,39.89611954,17.423887188446347,18.0,within_window,297
40+,0.9,46.875,18.148910867354253,19.0,within_window,297
20-<28,0.9,27.97521095,16.208852689821722,17.0,within_window,298
28-<32,0.9,31.99217133,16.325686466933504,17.0,within_window,298
32-<36,0.9,35.9610279813552,16.441121141296176,17.0,within_window,298
36-<40,0.9,39.89611954,16.555573753865175,17.0,within_window,298
40+,0.9,46.875,16.758555333721688,17.0,within_window,298
20-<28,0.9,27.97521095,10.294148114477075,11.0,within_window,299
28-<32,0.9,31.99217133,16.15475411703565,17.0,within_window,299
32-<36,0.9,35.9610279813552,21.945178446345764,22.0,within_window,299
36-<40,0.9,39.89611954,27.68634067538704,,beyond_25_week_window,299
40+,0.9,46.875,37.868285441049565,,beyond_25_week_window,299
