k,date,weekday,month,publication_hour,kind,j,lead_hours,h_start,h_end,interval_start,interval_end,n_valid_slots,valid,b_kW,y_kW
45,2025-02-15,5,2025-02,12,hour,9,10,126,131,2025-02-15 21:00:00,2025-02-15 22:00:00,6,True,9.3024193364328,142.7481234133564
46,2025-02-16,6,2025-02,12,hour,9,10,126,131,2025-02-16 21:00:00,2025-02-16 22:00:00,6,True,-157.72770164195344,64.02052965784856
47,2025-02-17,0,2025-02,12,hour,9,10,126,131,2025-02-17 21:00:00,2025-02-17 22:00:00,6,True,0.7361314437177194,61.501804290969176
48,2025-02-18,1,2025-02,12,hour,9,10,126,131,2025-02-18 21:00:00,2025-02-18 22:00:00,6,True,19.6231830889501,-69.57264977203916
49,2025-02-19,2,2025-02,12,hour,9,10,126,131,2025-02-19 21:00:00,2025-02-19 22:00:00,6,True,34.05178463963042,115.99413732300233
50,2025-02-20,3,2025-02,12,hour,9,10,126,131,2025-02-20 21:00:00,2025-02-20 22:00:00,6,True,18.07380187000005,-21.38382946278792
51,2025-02-21,4,2025-02,12,hour,9,10,126,131,2025-02-21 21:00:00,2025-02-21 22:00:00,6,True,-35.51203558325028,9.990129921128528
52,2025-02-22,5,2025-02,12,hour,9,10,126,131,2025-02-22 21:00:00,2025-02-22 22:00:00,6,True,9.348573843393902,-30.200468922370117
53,2025-02-23,6,2025-02,12,hour,9,10,126,131,2025-02-23 21:00:00,2025-02-23 22:00:00,6,True,88.42245425108983,112.39195393057275
54,2025-02-24,0,2025-02,12,hour,9,10,126,131,2025-02-24 21:00:00,2025-02-24 22:00:00,6,True,9.831796708402635,64.57621458609658
55,2025-02-25,1,2025-02,12,hour,9,10,126,131,2025-02-25 21:00:00,2025-02-25 22:00:00,6,True,-9.341939048593304,66.81992949313674
56,2025-02-26,2,2025-02,12,hour,9,10,126,131,2025-02-26 21:00:00,2025-02-26 22:00:00,6,True,62.43381300591121,20.77220021586436
57,2025-02-27,3,2025-02,12,hour,9,10,126,131,2025-02-27 21:00:00,2025-02-27 22:00:00,6,True,-120.86271525699158,35.202800892597
58,2025-02-28,4,2025-02,12,hour,9,10,126,131,2025-02-28 21:00:00,2025-02-28 22:00:00,6,True,124.11325445768989,87.36040616215769
59,2025-03-01,5,2025-03,12,hour,9,10,126,131,2025-03-01 21:00:00,2025-03-01 22:00:00,6,True,-114.50536196943547,56.83807933222405
60,2025-03-02,6,2025-03,12,hour,9,10,126,131,2025-03-02 21:00:00,2025-03-02 22:00:00,6,True,-170.2483895627462,270.04930100260094
61,2025-03-03,0,2025-03,12,hour,9,10,126,131,2025-03-03 21:00:00,2025-03-03 22:00:00,6,True,-67.14455829858464,244.1327645816751
62,2025-03-04,1,2025-03,12,hour,9,10,126,131,2025-03-04 21:00:00,2025-03-04 22:00:00,6,True,-60.91393974158518,147.51676286768225
63,2025-03-05,2,2025-03,12,hour,9,10,126,131,2025-03-05 21:00:00,2025-03-05 22:00:00,6,True,-58.160765271664935,12.594211828117144
64,2025-03-06,3,2025-03,12,hour,9,10,126,131,2025-03-06 21:00:00,2025-03-06 22:00:00,6,True,-53.683276881849906,45.703467996906966
65,2025-03-07,4,2025-03,12,hour,9,10,126,131,2025-03-07 21:00:00,2025-03-07 22:00:00,6,True,-197.58006351718845,126.44561876978271
66,2025-03-08,5,2025-03,12,hour,9,10,126,131,2025-03-08 21:00:00,2025-03-08 22:00:00,6,True,46.163616465192796,99.49979289769651
67,2025-03-09,6,2025-03,12,hour,9,10,126,131,2025-03-09 21:00:00,2025-03-09 22:00:00,6,True,-34.151318637810014,113.50732531598744
68,2025-03-10,0,2025-03,12,hour,9,10,126,131,2025-03-10 21:00:00,2025-03-10 22:00:00,6,True,-26.26964421122678,-16.531198955478356
69,2025-03-11,1,2025-03,12,hour,9,10,126,131,2025-03-11 21:00:00,2025-03-11 22:00:00,6,True,-39.024226324043106,41.02273455923023
70,2025-03-12,2,2025-03,12,hour,9,10,126,131,2025-03-12 21:00:00,2025-03-12 22:00:00,6,True,-57.28793159262492,-33.11387771580977
71,2025-03-13,3,2025-03,12,hour,9,10,126,131,2025-03-13 21:00:00,2025-03-13 22:00:00,6,True,-23.513473510641386,-16.60400693125659
72,2025-03-14,4,2025-03,12,hour,9,10,126,131,2025-03-14 21:00:00,2025-03-14 22:00:00,6,True,-61.888657867843904,-146.3885383901521
73,2025-03-15,5,2025-03,12,hour,9,10,126,131,2025-03-15 21:00:00,2025-03-15 22:00:00,6,True,-122.97794761184316,158.47343796083115
74,2025-03-16,6,2025-03,12,hour,9,10,126,131,2025-03-16 21:00:00,2025-03-16 22:00:00,6,True,35.33279810421163,1.3055260937218616
75,2025-03-17,0,2025-03,12,hour,9,10,126,131,2025-03-17 21:00:00,2025-03-17 22:00:00,6,True,75.68307847657918,-24.98817833224689
76,2025-03-18,1,2025-03,12,hour,9,10,126,131,2025-03-18 21:00:00,2025-03-18 22:00:00,6,True,23.45646398742853,-65.81655923089777
77,2025-03-19,2,2025-03,12,hour,9,10,126,131,2025-03-19 21:00:00,2025-03-19 22:00:00,6,True,60.95853273934912,49.80869073527439
78,2025-03-20,3,2025-03,12,hour,9,10,126,131,2025-03-20 21:00:00,2025-03-20 22:00:00,6,True,-44.65986834659194,44.1257027735218
79,2025-03-21,4,2025-03,12,hour,9,10,126,131,2025-03-21 21:00:00,2025-03-21 22:00:00,6,True,124.39507776623554,13.981103407755503
80,2025-03-22,5,2025-03,12,hour,9,10,126,131,2025-03-22 21:00:00,2025-03-22 22:00:00,6,True,14.114803643148662,-59.54103160280041
81,2025-03-23,6,2025-03,12,hour,9,10,126,131,2025-03-23 21:00:00,2025-03-23 22:00:00,6,True,5.079220326341935,38.315216276492414
82,2025-03-24,0,2025-03,12,hour,9,10,126,131,2025-03-24 21:00:00,2025-03-24 22:00:00,6,True,88.99178789376462,-54.676635445032765
83,2025-03-25,1,2025-03,12,hour,9,10,126,131,2025-03-25 21:00:00,2025-03-25 22:00:00,6,True,9.888596812907053,62.53520255085232
84,2025-03-26,2,2025-03,12,hour,9,10,126,131,2025-03-26 21:00:00,2025-03-26 22:00:00,6,True,29.57766953544736,-3.8459812906110833
85,2025-03-27,3,2025-03,12,hour,9,10,126,131,2025-03-27 21:00:00,2025-03-27 22:00:00,6,True,187.6910320705339,107.2749835671043
86,2025-03-28,4,2025-03,12,hour,9,10,126,131,2025-03-28 21:00:00,2025-03-28 22:00:00,6,True,-115.44763102905017,42.45463694423726
87,2025-03-29,5,2025-03,12,hour,9,10,126,131,2025-03-29 21:00:00,2025-03-29 22:00:00,6,True,119.20588309549703,5.633754307889603
88,2025-03-30,6,2025-03,12,hour,9,10,126,131,2025-03-30 21:00:00,2025-03-30 22:00:00,6,True,183.0550738166106,-40.48587994809941
89,2025-03-31,0,2025-03,12,hour,9,10,126,131,2025-03-31 21:00:00,2025-03-31 22:00:00,6,True,149.7488757101593,48.91064809897284
90,2025-04-01,1,2025-04,12,hour,9,10,126,131,2025-04-01 21:00:00,2025-04-01 22:00:00,6,True,50.44456979299033,29.426934847057737
91,2025-04-02,2,2025-04,12,hour,9,10,126,131,2025-04-02 21:00:00,2025-04-02 22:00:00,6,True,19.813797264511322,21.46173781678067
92,2025-04-03,3,2025-04,12,hour,9,10,126,131,2025-04-03 21:00:00,2025-04-03 22:00:00,6,True,69.77299290879682,-22.195073600495714
93,2025-04-04,4,2025-04,12,hour,9,10,126,131,2025-04-04 21:00:00,2025-04-04 22:00:00,6,True,128.06729705260855,-30.7651798780408
94,2025-04-05,5,2025-04,12,hour,9,10,126,131,2025-04-05 21:00:00,2025-04-05 22:00:00,6,True,4.900722768971794,-26.080262461063587
95,2025-04-06,6,2025-04,12,hour,9,10,126,131,2025-04-06 21:00:00,2025-04-06 22:00:00,6,True,83.34088367328438,85.79288591467268
96,2025-04-07,0,2025-04,12,hour,9,10,126,131,2025-04-07 21:00:00,2025-04-07 22:00:00,6,True,-45.26839161520411,34.12823829708358
97,2025-04-08,1,2025-04,12,hour,9,10,126,131,2025-04-08 21:00:00,2025-04-08 22:00:00,6,True,-17.811288588632426,36.842144359239605
98,2025-04-09,2,2025-04,12,hour,9,10,126,131,2025-04-09 21:00:00,2025-04-09 22:00:00,6,True,106.00193674558643,-33.84348349142768
99,2025-04-10,3,2025-04,12,hour,9,10,126,131,2025-04-10 21:00:00,2025-04-10 22:00:00,6,True,28.408976169126465,73.06895156422918
100,2025-04-11,4,2025-04,12,hour,9,10,126,131,2025-04-11 21:00:00,2025-04-11 22:00:00,6,True,-17.84143705005575,-46.18555846232713
101,2025-04-12,5,2025-04,12,hour,9,10,126,131,2025-04-12 21:00:00,2025-04-12 22:00:00,6,True,86.37463875747903,-57.543306802840334
102,2025-04-13,6,2025-04,12,hour,9,10,126,131,2025-04-13 21:00:00,2025-04-13 22:00:00,6,True,13.41184540247635,55.426873367065205
103,2025-04-14,0,2025-04,12,hour,9,10,126,131,2025-04-14 21:00:00,2025-04-14 22:00:00,6,True,-43.97224019174731,-6.604232242200017
104,2025-04-15,1,2025-04,12,hour,9,10,126,131,2025-04-15 21:00:00,2025-04-15 22:00:00,6,True,13.603010315911737,64.01470603943919
105,2025-04-16,2,2025-04,12,hour,9,10,126,131,2025-04-16 21:00:00,2025-04-16 22:00:00,6,True,-23.610990690172002,92.93820454824474
106,2025-04-17,3,2025-04,12,hour,9,10,126,131,2025-04-17 21:00:00,2025-04-17 22:00:00,6,True,-56.21659708348731,-49.01852383805931
107,2025-04-18,4,2025-04,12,hour,9,10,126,131,2025-04-18 21:00:00,2025-04-18 22:00:00,6,True,-27.691461886376146,-89.33193391949392
108,2025-04-19,5,2025-04,12,hour,9,10,126,131,2025-04-19 21:00:00,2025-04-19 22:00:00,6,True,59.08246983412422,-38.69363389131278
109,2025-04-20,6,2025-04,12,hour,9,10,126,131,2025-04-20 21:00:00,2025-04-20 22:00:00,6,True,140.12354745078133,-86.71298145865588
110,2025-04-21,0,2025-04,12,hour,9,10,126,131,2025-04-21 21:00:00,2025-04-21 22:00:00,6,True,96.51832426133858,57.87500323009689
111,2025-04-22,1,2025-04,12,hour,9,10,126,131,2025-04-22 21:00:00,2025-04-22 22:00:00,6,True,0.6732820354491196,69.5254009807805
112,2025-04-23,2,2025-04,12,hour,9,10,126,131,2025-04-23 21:00:00,2025-04-23 22:00:00,6,True,92.94221792905516,58.72111711232742
113,2025-04-24,3,2025-04,12,hour,9,10,126,131,2025-04-24 21:00:00,2025-04-24 22:00:00,6,True,9.726037475754916,48.05696297668381
114,2025-04-25,4,2025-04,12,hour,9,10,126,131,2025-04-25 21:00:00,2025-04-25 22:00:00,6,True,105.54579567437797,27.09056271772215
115,2025-04-26,5,2025-04,12,hour,9,10,126,131,2025-04-26 21:00:00,2025-04-26 22:00:00,6,True,103.58106065458924,-9.925979568910103
116,2025-04-27,6,2025-04,12,hour,9,10,126,131,2025-04-27 21:00:00,2025-04-27 22:00:00,6,True,-96.97581945343548,18.679133982903068
117,2025-04-28,0,2025-04,12,hour,9,10,126,131,2025-04-28 21:00:00,2025-04-28 22:00:00,6,True,194.43960993886503,50.49948132728938
118,2025-04-29,1,2025-04,12,hour,9,10,126,131,2025-04-29 21:00:00,2025-04-29 22:00:00,6,True,19.533601549685045,-122.8250644640591
119,2025-04-30,2,2025-04,12,hour,9,10,126,131,2025-04-30 21:00:00,2025-04-30 22:00:00,6,True,124.09458371246653,63.89280076908517
120,2025-05-01,3,2025-05,12,hour,9,10,126,131,2025-05-01 21:00:00,2025-05-01 22:00:00,6,True,-121.92963408879132,362.6345991418423
121,2025-05-02,4,2025-05,12,hour,9,10,126,131,2025-05-02 21:00:00,2025-05-02 22:00:00,6,True,42.4906927270049,448.53154573761316
122,2025-05-03,5,2025-05,12,hour,9,10,126,131,2025-05-03 21:00:00,2025-05-03 22:00:00,6,True,11.077838818250257,563.6546532682071
123,2025-05-04,6,2025-05,12,hour,9,10,126,131,2025-05-04 21:00:00,2025-05-04 22:00:00,6,True,101.7589680855652,421.6247604505459
124,2025-05-05,0,2025-05,12,hour,9,10,126,131,2025-05-05 21:00:00,2025-05-05 22:00:00,6,True,3.9498423508380256,147.93535908957543
125,2025-05-06,1,2025-05,12,hour,9,10,126,131,2025-05-06 21:00:00,2025-05-06 22:00:00,6,True,75.95075245932958,212.67707646082408
126,2025-05-07,2,2025-05,12,hour,9,10,126,131,2025-05-07 21:00:00,2025-05-07 22:00:00,6,True,-82.84508471842537,156.29515769253462
127,2025-05-08,3,2025-05,12,hour,9,10,126,131,2025-05-08 21:00:00,2025-05-08 22:00:00,6,True,6.992690149723633,39.584383461773086
128,2025-05-09,4,2025-05,12,hour,9,10,126,131,2025-05-09 21:00:00,2025-05-09 22:00:00,6,True,125.00109420740053,184.4422207920502
129,2025-05-10,5,2025-05,12,hour,9,10,126,131,2025-05-10 21:00:00,2025-05-10 22:00:00,6,True,-73.08242756240686,157.0929270908282
130,2025-05-11,6,2025-05,12,hour,9,10,126,131,2025-05-11 21:00:00,2025-05-11 22:00:00,6,True,92.02541326907051,47.783068629566515
131,2025-05-12,0,2025-05,12,hour,9,10,126,131,2025-05-12 21:00:00,2025-05-12 22:00:00,6,True,69.97437830436259,74.71015646448329
132,2025-05-13,1,2025-05,12,hour,9,10,126,131,2025-05-13 21:00:00,2025-05-13 22:00:00,6,True,-15.646452138766714,129.18256699199492
133,2025-05-14,2,2025-05,12,hour,9,10,126,131,2025-05-14 21:00:00,2025-05-14 22:00:00,6,True,51.336719462861616,89.02132717743022
134,2025-05-15,3,2025-05,12,hour,9,10,126,131,2025-05-15 21:00:00,2025-05-15 22:00:00,6,True,50.40115928409492,141.11391290766596
135,2025-05-16,4,2025-05,12,hour,9,10,126,131,2025-05-16 21:00:00,2025-05-16 22:00:00,6,True,72.97734711532712,265.80330911359414
136,2025-05-17,5,2025-05,12,hour,9,10,126,131,2025-05-17 21:00:00,2025-05-17 22:00:00,6,True,180.16090433769386,-76.2063368093972
137,2025-05-18,6,2025-05,12,hour,9,10,126,131,2025-05-18 21:00:00,2025-05-18 22:00:00,6,True,11.24598085724862,190.85614854287965
138,2025-05-19,0,2025-05,12,hour,9,10,126,131,2025-05-19 21:00:00,2025-05-19 22:00:00,6,True,-85.99444060171284,70.75214706204967
139,2025-05-20,1,2025-05,12,hour,9,10,126,131,2025-05-20 21:00:00,2025-05-20 22:00:00,6,True,14.977509914732915,-0.3682053735900202
140,2025-05-21,2,2025-05,12,hour,9,10,126,131,2025-05-21 21:00:00,2025-05-21 22:00:00,6,True,-80.76807606757741,148.44640418391887
141,2025-05-22,3,2025-05,12,hour,9,10,126,131,2025-05-22 21:00:00,2025-05-22 22:00:00,6,True,45.00286606940896,-286.3264278016848
142,2025-05-23,4,2025-05,12,hour,9,10,126,131,2025-05-23 21:00:00,2025-05-23 22:00:00,6,True,3.7709227765734945,-167.25651888750494
143,2025-05-24,5,2025-05,12,hour,9,10,126,131,2025-05-24 21:00:00,2025-05-24 22:00:00,6,True,36.657523004306235,156.1577491632072
144,2025-05-25,6,2025-05,12,hour,9,10,126,131,2025-05-25 21:00:00,2025-05-25 22:00:00,6,True,72.2681209826895,159.74261657098592
145,2025-05-26,0,2025-05,12,hour,9,10,126,131,2025-05-26 21:00:00,2025-05-26 22:00:00,6,True,-41.387249386725216,12.118776643534753
146,2025-05-27,1,2025-05,12,hour,9,10,126,131,2025-05-27 21:00:00,2025-05-27 22:00:00,6,True,-39.382865357163006,-30.11436728385388
147,2025-05-28,2,2025-05,12,hour,9,10,126,131,2025-05-28 21:00:00,2025-05-28 22:00:00,6,True,0.5013698803169669,-58.77989266856154
148,2025-05-29,3,2025-05,12,hour,9,10,126,131,2025-05-29 21:00:00,2025-05-29 22:00:00,6,True,103.27807801807587,15.867253458851488
149,2025-05-30,4,2025-05,12,hour,9,10,126,131,2025-05-30 21:00:00,2025-05-30 22:00:00,6,True,12.443284276086539,-152.77117228909552
150,2025-05-31,5,2025-05,12,hour,9,10,126,131,2025-05-31 21:00:00,2025-05-31 22:00:00,6,True,65.54604717325985,-184.83965358129922
151,2025-06-01,6,2025-06,12,hour,9,10,126,131,2025-06-01 21:00:00,2025-06-01 22:00:00,6,True,78.04774606255917,553.5835054205842
152,2025-06-02,0,2025-06,12,hour,9,10,126,131,2025-06-02 21:00:00,2025-06-02 22:00:00,6,True,38.83849726931188,243.89422584931103
153,2025-06-03,1,2025-06,12,hour,9,10,126,131,2025-06-03 21:00:00,2025-06-03 22:00:00,6,True,34.45503459064048,291.47205044606716
154,2025-06-04,2,2025-06,12,hour,9,10,126,131,2025-06-04 21:00:00,2025-06-04 22:00:00,6,True,81.46332255535738,53.628354020688676
155,2025-06-05,3,2025-06,12,hour,9,10,126,131,2025-06-05 21:00:00,2025-06-05 22:00:00,6,True,19.165498472526906,-86.35309505884622
156,2025-06-06,4,2025-06,12,hour,9,10,126,131,2025-06-06 21:00:00,2025-06-06 22:00:00,6,True,-332.6683829741139,36.45220520539616
157,2025-06-07,5,2025-06,12,hour,9,10,126,131,2025-06-07 21:00:00,2025-06-07 22:00:00,6,True,-24.301999998680383,-196.62766817239086
158,2025-06-08,6,2025-06,12,hour,9,10,126,131,2025-06-08 21:00:00,2025-06-08 22:00:00,6,True,-99.45265500911394,-273.3129070653884
159,2025-06-09,0,2025-06,12,hour,9,10,126,131,2025-06-09 21:00:00,2025-06-09 22:00:00,6,True,39.95496978134937,3.5208779599029185
160,2025-06-10,1,2025-06,12,hour,9,10,126,131,2025-06-10 21:00:00,2025-06-10 22:00:00,6,True,8.958238680925055,187.48330370285825
161,2025-06-11,2,2025-06,12,hour,9,10,126,131,2025-06-11 21:00:00,2025-06-11 22:00:00,6,True,-22.491721390110797,107.1927989269049
162,2025-06-12,3,2025-06,12,hour,9,10,126,131,2025-06-12 21:00:00,2025-06-12 22:00:00,6,True,9.451555006142977,167.8292084821925
163,2025-06-13,4,2025-06,12,hour,9,10,126,131,2025-06-13 21:00:00,2025-06-13 22:00:00,6,True,133.13435391777443,-11.87845427644705
164,2025-06-14,5,2025-06,12,hour,9,10,126,131,2025-06-14 21:00:00,2025-06-14 22:00:00,6,True,-173.15263394414265,29.48020731441731
165,2025-06-15,6,2025-06,12,hour,9,10,126,131,2025-06-15 21:00:00,2025-06-15 22:00:00,6,True,-28.26640242752819,-1.7342017108480832
166,2025-06-16,0,2025-06,12,hour,9,10,126,131,2025-06-16 21:00:00,2025-06-16 22:00:00,6,True,59.670946108411954,113.61309412529711
167,2025-06-17,1,2025-06,12,hour,9,10,126,131,2025-06-17 21:00:00,2025-06-17 22:00:00,6,True,27.50782581208235,68.68578091340653
168,2025-06-18,2,2025-06,12,hour,9,10,126,131,2025-06-18 21:00:00,2025-06-18 22:00:00,6,True,-94.92712678467599,-13.790914585675486
169,2025-06-19,3,2025-06,12,hour,9,10,126,131,2025-06-19 21:00:00,2025-06-19 22:00:00,6,True,14.238170688631271,88.9282553545554
170,2025-06-20,4,2025-06,12,hour,9,10,126,131,2025-06-20 21:00:00,2025-06-20 22:00:00,6,True,74.03487796335935,170.6886513226776
171,2025-06-21,5,2025-06,12,hour,9,10,126,131,2025-06-21 21:00:00,2025-06-21 22:00:00,6,True,45.985319417479865,-131.66378116305364
172,2025-06-22,6,2025-06,12,hour,9,10,126,131,2025-06-22 21:00:00,2025-06-22 22:00:00,6,True,-38.880535374468764,-139.28903832353686
173,2025-06-23,0,2025-06,12,hour,9,10,126,131,2025-06-23 21:00:00,2025-06-23 22:00:00,6,True,-69.71914180693754,1.3341256012420974
174,2025-06-24,1,2025-06,12,hour,9,10,126,131,2025-06-24 21:00:00,2025-06-24 22:00:00,6,True,33.630606927672794,-10.815671492427555
175,2025-06-25,2,2025-06,12,hour,9,10,126,131,2025-06-25 21:00:00,2025-06-25 22:00:00,6,True,-126.71999435885952,-22.017184451466466
176,2025-06-26,3,2025-06,12,hour,9,10,126,131,2025-06-26 21:00:00,2025-06-26 22:00:00,6,True,-68.95102595594972,6.850333443020342
177,2025-06-27,4,2025-06,12,hour,9,10,126,131,2025-06-27 21:00:00,2025-06-27 22:00:00,6,True,-201.59430476465914,-162.36940943409482
178,2025-06-28,5,2025-06,12,hour,9,10,126,131,2025-06-28 21:00:00,2025-06-28 22:00:00,6,True,47.112100996441164,35.6377329727599
179,2025-06-29,6,2025-06,12,hour,9,10,126,131,2025-06-29 21:00:00,2025-06-29 22:00:00,6,True,65.39035280605049,-116.49979434160377
180,2025-06-30,0,2025-06,12,hour,9,10,126,131,2025-06-30 21:00:00,2025-06-30 22:00:00,6,True,-96.74712154358485,-151.3667514595712
181,2025-07-01,1,2025-07,12,hour,9,10,126,131,2025-07-01 21:00:00,2025-07-01 22:00:00,6,True,591.0193609431755,597.6171737181254
182,2025-07-02,2,2025-07,12,hour,9,10,126,131,2025-07-02 21:00:00,2025-07-02 22:00:00,6,True,331.31100116683683,-26.91373800406124
183,2025-07-03,3,2025-07,12,hour,9,10,126,131,2025-07-03 21:00:00,2025-07-03 22:00:00,6,True,243.11476919954566,233.56339893291138
184,2025-07-04,4,2025-07,12,hour,9,10,126,131,2025-07-04 21:00:00,2025-07-04 22:00:00,6,True,23.981518833083936,152.43707983960448
185,2025-07-05,5,2025-07,12,hour,9,10,126,131,2025-07-05 21:00:00,2025-07-05 22:00:00,6,True,220.8119852685219,53.88049732737735
186,2025-07-06,6,2025-07,12,hour,9,10,126,131,2025-07-06 21:00:00,2025-07-06 22:00:00,6,True,368.7732224604835,184.76101621614634
187,2025-07-07,0,2025-07,12,hour,9,10,126,131,2025-07-07 21:00:00,2025-07-07 22:00:00,6,True,20.540238184823618,86.85249948566677
188,2025-07-08,1,2025-07,12,hour,9,10,126,131,2025-07-08 21:00:00,2025-07-08 22:00:00,6,True,-380.80589688471474,-438.77338804965075
189,2025-07-09,2,2025-07,12,hour,9,10,126,131,2025-07-09 21:00:00,2025-07-09 22:00:00,6,True,196.72135445480657,140.00618055432173
190,2025-07-10,3,2025-07,12,hour,9,10,126,131,2025-07-10 21:00:00,2025-07-10 22:00:00,6,True,147.7680729139894,78.08712902526683
191,2025-07-11,4,2025-07,12,hour,9,10,126,131,2025-07-11 21:00:00,2025-07-11 22:00:00,6,True,138.24253950759166,109.11915206417355
192,2025-07-12,5,2025-07,12,hour,9,10,126,131,2025-07-12 21:00:00,2025-07-12 22:00:00,6,True,72.41353319676546,125.4929575152809
193,2025-07-13,6,2025-07,12,hour,9,10,126,131,2025-07-13 21:00:00,2025-07-13 22:00:00,6,True,107.35653272682718,128.12398450328192
194,2025-07-14,0,2025-07,12,hour,9,10,126,131,2025-07-14 21:00:00,2025-07-14 22:00:00,6,True,106.4297633780064,95.90245877908622
195,2025-07-15,1,2025-07,12,hour,9,10,126,131,2025-07-15 21:00:00,2025-07-15 22:00:00,6,True,65.39866700318014,56.84359095566894
196,2025-07-16,2,2025-07,12,hour,9,10,126,131,2025-07-16 21:00:00,2025-07-16 22:00:00,6,True,9.472698994960714,-168.50159417753957
197,2025-07-17,3,2025-07,12,hour,9,10,126,131,2025-07-17 21:00:00,2025-07-17 22:00:00,6,True,-33.77426922747812,56.21423204307697
198,2025-07-18,4,2025-07,12,hour,9,10,126,131,2025-07-18 21:00:00,2025-07-18 22:00:00,6,True,-360.5446694375739,-378.4310907254617
199,2025-07-19,5,2025-07,12,hour,9,10,126,131,2025-07-19 21:00:00,2025-07-19 22:00:00,6,True,72.30878015757253,64.58398952378184
200,2025-07-20,6,2025-07,12,hour,9,10,126,131,2025-07-20 21:00:00,2025-07-20 22:00:00,6,True,144.306122625938,80.76332966966129
201,2025-07-21,0,2025-07,12,hour,9,10,126,131,2025-07-21 21:00:00,2025-07-21 22:00:00,6,True,-12.076130975772989,-30.630509427047553
202,2025-07-22,1,2025-07,12,hour,9,10,126,131,2025-07-22 21:00:00,2025-07-22 22:00:00,6,True,-30.701043643343535,-227.93416596079047
203,2025-07-23,2,2025-07,12,hour,9,10,126,131,2025-07-23 21:00:00,2025-07-23 22:00:00,6,True,-9.284767562204555,-100.80567077051698
204,2025-07-24,3,2025-07,12,hour,9,10,126,131,2025-07-24 21:00:00,2025-07-24 22:00:00,6,True,-121.47015420480511,-153.42301753775928
205,2025-07-25,4,2025-07,12,hour,9,10,126,131,2025-07-25 21:00:00,2025-07-25 22:00:00,6,True,14.658924302850133,-8.990865397263482
206,2025-07-26,5,2025-07,12,hour,9,10,126,131,2025-07-26 21:00:00,2025-07-26 22:00:00,6,True,-18.810269410234316,-68.44004967098643
207,2025-07-27,6,2025-07,12,hour,9,10,126,131,2025-07-27 21:00:00,2025-07-27 22:00:00,6,True,-290.90440921239104,-100.52767889950701
208,2025-07-28,0,2025-07,12,hour,9,10,126,131,2025-07-28 21:00:00,2025-07-28 22:00:00,6,True,1.5031396880520635,175.91665787550588
209,2025-07-29,1,2025-07,12,hour,9,10,126,131,2025-07-29 21:00:00,2025-07-29 22:00:00,6,True,-206.8672616818823,-369.63991509107365
210,2025-07-30,2,2025-07,12,hour,9,10,126,131,2025-07-30 21:00:00,2025-07-30 22:00:00,6,True,-236.12191203744123,-132.53420982742213
211,2025-07-31,3,2025-07,12,hour,9,10,126,131,2025-07-31 21:00:00,2025-07-31 22:00:00,6,True,-101.30007276550971,-319.63889875041986
212,2025-08-01,4,2025-08,12,hour,9,10,126,131,2025-08-01 21:00:00,2025-08-01 22:00:00,6,True,25.428382901882742,-304.6312220673146
213,2025-08-02,5,2025-08,12,hour,9,10,126,131,2025-08-02 21:00:00,2025-08-02 22:00:00,6,True,-283.54292617925597,-365.7734782665995
214,2025-08-03,6,2025-08,12,hour,9,10,126,131,2025-08-03 21:00:00,2025-08-03 22:00:00,6,True,-68.66097294201943,52.94154035663951
215,2025-08-04,0,2025-08,12,hour,9,10,126,131,2025-08-04 21:00:00,2025-08-04 22:00:00,6,True,164.89086922548236,-216.55851351662795
216,2025-08-05,1,2025-08,12,hour,9,10,126,131,2025-08-05 21:00:00,2025-08-05 22:00:00,6,True,-183.95468549377665,-80.0558138789188
217,2025-08-06,2,2025-08,12,hour,9,10,126,131,2025-08-06 21:00:00,2025-08-06 22:00:00,6,True,-185.5430236144169,60.210037642746556
218,2025-08-07,3,2025-08,12,hour,9,10,126,131,2025-08-07 21:00:00,2025-08-07 22:00:00,6,True,-192.12814572446163,-251.23750227772612
219,2025-08-08,4,2025-08,12,hour,9,10,126,131,2025-08-08 21:00:00,2025-08-08 22:00:00,6,True,-151.8573593951255,-93.79770481632961
220,2025-08-09,5,2025-08,12,hour,9,10,126,131,2025-08-09 21:00:00,2025-08-09 22:00:00,6,True,-151.4548643197811,136.25190369286778
221,2025-08-10,6,2025-08,12,hour,9,10,126,131,2025-08-10 21:00:00,2025-08-10 22:00:00,6,True,110.72267193782379,-190.06800957754103
222,2025-08-11,0,2025-08,12,hour,9,10,126,131,2025-08-11 21:00:00,2025-08-11 22:00:00,6,True,-139.48156622306502,-224.22124359535943
223,2025-08-12,1,2025-08,12,hour,9,10,126,131,2025-08-12 21:00:00,2025-08-12 22:00:00,6,True,-87.27340611004622,-133.48090893645545
224,2025-08-13,2,2025-08,12,hour,9,10,126,131,2025-08-13 21:00:00,2025-08-13 22:00:00,6,True,100.4473765469799,-12.163737399856927
225,2025-08-14,3,2025-08,12,hour,9,10,126,131,2025-08-14 21:00:00,2025-08-14 22:00:00,6,True,-129.51518263011894,17.077087352494498
226,2025-08-15,4,2025-08,12,hour,9,10,126,131,2025-08-15 21:00:00,2025-08-15 22:00:00,6,True,-43.752417042176525,3.0691427815697048
227,2025-08-16,5,2025-08,12,hour,9,10,126,131,2025-08-16 21:00:00,2025-08-16 22:00:00,6,True,-65.3780265058283,-122.591072288273
