target,day_index,date,chosen_lambda,score_days,score_first_day,score_last_day,trained,reason,tied_lambdas,score_lambda_0.001,score_lambda_0.01,score_lambda_0.1,score_lambda_1,score_lambda_10
pv,244,2025-09-02,0.001,14,230.0,243.0,True,,0.001,123279.01097531627,128399.41301548909,134154.00528541591,148842.89965796695,190485.8074181422
pv,245,2025-09-03,0.001,14,231.0,244.0,True,,0.001,123331.15039249083,128247.00639386772,133866.14934949554,149208.92550031192,192059.46043984484
pv,246,2025-09-04,0.001,14,232.0,245.0,True,,0.001,108671.27757013447,111497.31173149945,116087.8500369792,133669.91041346366,179103.78790387293
pv,247,2025-09-05,0.001,14,233.0,246.0,True,,0.001,111256.35962393318,113793.79197966283,118349.7763772386,134808.1290458973,174861.21988927614
pv,248,2025-09-06,0.001,14,234.0,247.0,True,,0.001,110440.38151264943,112564.49716115052,117110.33096795327,134552.07819121628,176160.1687434327
pv,249,2025-09-07,0.001,14,235.0,248.0,True,,0.001,114969.85476072498,116586.51066743516,120998.2744384476,138478.77589934922,178770.68979032166
pv,250,2025-09-08,0.001,14,236.0,249.0,True,,0.001,108877.15205427882,111117.72104385539,115615.61053229323,132145.3851493092,172155.59918903417
pv,251,2025-09-09,0.001,14,237.0,250.0,True,,0.001,106903.47026670369,108101.92244907682,111957.24803227118,126169.45797158626,158862.5810100727
pv,252,2025-09-10,0.001,14,238.0,251.0,True,,0.001,110638.50353179127,111942.55561718944,116460.51637673762,131706.22973411108,163042.4343968621
pv,253,2025-09-11,0.001,14,239.0,252.0,True,,0.001,123625.77792235493,124901.47306779733,129012.60307601427,146129.49265063144,184273.77541332896
pv,254,2025-09-12,0.001,14,240.0,253.0,True,,0.001,113185.2003582405,113901.80360935171,118323.1250527842,140817.52135784077,190960.7141096375
pv,255,2025-09-13,0.001,14,241.0,254.0,True,,0.001,113001.69214581297,113689.80782635766,117989.0043009038,138906.40367375963,186067.53092949928
pv,256,2025-09-14,0.001,14,242.0,255.0,True,,0.001,108552.36849500614,108908.49320092436,112051.18588197246,132002.04808833046,182062.82024539064
pv,257,2025-09-15,0.001,14,243.0,256.0,True,,0.001,113252.57885879754,113519.90289452964,116890.59115396473,138338.32182022088,190698.81440397806
pv,258,2025-09-16,0.001,14,244.0,257.0,True,,0.001,114262.78697604428,114503.06060419936,118065.55185927036,142932.18284777403,203520.98645388574
pv,259,2025-09-17,0.001,14,245.0,258.0,True,,0.001,116248.99340410867,116423.84085224985,119617.5534984771,144169.41069335875,207124.963882413
pv,260,2025-09-18,0.01,14,246.0,259.0,True,,0.01,118313.73358079442,118275.25243775945,121339.729920095,144459.93302736373,205093.27074898456
pv,261,2025-09-19,0.01,14,247.0,260.0,True,,0.01,113626.63740933283,113492.11643668485,116334.00926231086,139370.0902012615,200689.83129715224
pv,262,2025-09-20,0.01,14,248.0,261.0,True,,0.01,116631.0220141267,116049.36238292918,118071.91492188051,139567.4341848262,199919.89895042026
pv,263,2025-09-21,0.01,14,249.0,262.0,True,,0.01,110580.75013880408,109063.99803465304,110196.52099764404,130808.37874205154,191691.68608113826
pv,264,2025-09-22,0.01,14,250.0,263.0,True,,0.01,112305.19861520168,110910.32268238219,112393.76260369945,133578.84465411355,193738.43496304576
pv,265,2025-09-23,0.01,14,251.0,264.0,True,,0.01,100356.00910368186,98347.19740457306,99165.49663633513,119942.13945720771,182100.12137592788
pv,266,2025-09-24,0.01,14,252.0,265.0,True,,0.01,96625.71378533493,94104.40337034022,94123.95721130818,111901.02677197373,168395.77180297114
pv,267,2025-09-25,0.01,14,253.0,266.0,True,,0.01,81388.72084480028,78467.58759436036,78876.13435222759,95741.3619665434,146129.07595114614
pv,268,2025-09-26,0.1,14,254.0,267.0,True,,0.1,75973.75660190693,72733.0710650426,72527.92931889952,84867.97215085835,124229.94488289955
pv,269,2025-09-27,0.1,14,255.0,268.0,True,,0.1,81551.95521879978,77496.17454462513,77020.57696654023,89791.2953250497,128036.36942215616
pv,270,2025-09-28,0.1,14,256.0,269.0,True,,0.1,80767.76510650835,76582.5886654552,76232.08053024866,89836.07073848885,129856.41761429774
pv,271,2025-09-29,0.1,14,257.0,270.0,True,,0.1,75441.42051005147,71090.99183011972,70075.61400945162,80842.26463594443,116599.88976350432
pv,272,2025-09-30,0.1,14,258.0,271.0,True,,0.1,69899.71842560271,65798.73008178457,64786.599295344015,72586.44945447506,100673.76916425828
pv,273,2025-10-01,0.1,14,259.0,272.0,True,,0.1,68890.83451910764,64674.82231593573,63526.28497849187,69943.77652764575,93401.81123108492
pv,274,2025-10-02,0.1,14,260.0,273.0,True,,0.1,102520.28798067084,98931.08534387697,98378.50094886056,107855.44557262537,137216.73690308415
pv,275,2025-10-03,1.0,14,261.0,274.0,True,,1,122816.2851526746,119930.44674877246,116593.93329238854,115252.40372658389,140936.07376275116
pv,276,2025-10-04,1.0,14,262.0,275.0,True,,1,123827.30335997976,121563.94205023773,115876.64670157646,111464.59940194117,137286.73483725562
pv,277,2025-10-05,1.0,14,263.0,276.0,True,,1,120309.21074787092,118429.21828909151,113419.44380181633,111349.07840191414,138713.992368875
pv,278,2025-10-06,1.0,14,264.0,277.0,True,,1,116273.82404638395,114302.39650755576,108764.43272291202,104640.5123838015,129755.75933527973
pv,279,2025-10-07,1.0,14,265.0,278.0,True,,1,116783.8855021109,115042.22252075875,109599.85883021668,105752.02886409345,130496.43096283452
pv,280,2025-10-08,1.0,14,266.0,279.0,True,,1,114638.32925716451,113346.07013594288,107817.0404554661,103328.09874540094,128137.81153291963
pv,281,2025-10-09,1.0,14,267.0,280.0,True,,1,116359.8350733778,115239.60870105473,109199.01650656768,103115.58944054297,126289.63542979605
pv,282,2025-10-10,1.0,14,268.0,281.0,True,,1,117849.504623528,116790.5823899744,110747.65631981782,105205.90137903676,129433.93665215204
pv,283,2025-10-11,1.0,14,269.0,282.0,True,,1,116358.75082270059,116171.57822071374,110216.57044611596,102500.65809291413,123304.39447655532
pv,284,2025-10-12,1.0,14,270.0,283.0,True,,1,113017.6341043475,112926.90457295746,107315.66266429069,100473.68350800818,121677.81224152567
pv,285,2025-10-13,1.0,14,271.0,284.0,True,,1,113539.79509032576,113671.93717730412,108477.24898219001,100962.86391417644,119142.27813116484
pv,286,2025-10-14,1.0,14,272.0,285.0,True,,1,115711.08689037399,115961.17260454017,110959.91866268455,103902.9076403239,122381.94068938337
pv,287,2025-10-15,1.0,14,273.0,286.0,True,,1,113796.64386791819,113883.36752696618,108872.692975164,102279.94776189965,122021.90937164213
pv,288,2025-10-16,1.0,14,274.0,287.0,True,,1,80008.76055999447,79399.01471097174,73248.08743217119,62478.24141753444,74877.3692644587
pv,289,2025-10-17,1.0,14,275.0,288.0,True,,1,64509.909746501224,62973.08538779739,58904.103416440106,57120.78592313892,71197.79063761389
pv,290,2025-10-18,0.1,14,276.0,289.0,True,,0.1,58774.558613993526,56944.964658083736,55375.559265772754,56914.850275873316,71429.90289536172
pv,291,2025-10-19,1.0,14,277.0,290.0,True,,1,58864.229577972525,57034.91035638972,54848.341133463255,53594.37958021074,65167.881753376925
pv,292,2025-10-20,1.0,14,278.0,291.0,True,,1,60724.228291797706,58491.738066272694,56088.23775371171,54410.544577090506,64315.608660474776
pv,293,2025-10-21,1.0,14,279.0,292.0,True,,1,64219.907417425246,61935.82573275459,59634.471522689666,58077.84991826484,67476.88986296939
pv,294,2025-10-22,1.0,14,280.0,293.0,True,,1,66971.85139562504,64549.446802472994,62071.038116892014,60146.978014649925,69454.57053654165
pv,295,2025-10-23,1.0,14,281.0,294.0,True,,1,67661.0916728408,65209.36383264589,62585.2235136655,60236.34629906942,69238.7227753302
pv,296,2025-10-24,1.0,14,282.0,295.0,True,,1,67429.25640712286,65174.77556010688,62802.49973771075,60830.32989821706,70007.46889056233
pv,297,2025-10-25,1.0,14,283.0,296.0,True,,1,61642.86409435833,59510.47661408303,57485.91841020178,57109.33363862515,68505.71347723475
pv,298,2025-10-26,1.0,14,284.0,297.0,True,,1,58841.0530846773,56874.32913254882,54537.30884330828,51835.16824310288,58843.91200019286
pv,299,2025-10-27,1.0,14,285.0,298.0,True,,1,56220.046171434195,54315.08925718869,51785.00159061656,49193.75691701692,56286.59678825019
pv,300,2025-10-28,1.0,14,286.0,299.0,True,,1,61816.51053393315,59892.552929658385,57041.29343901137,53744.55673027418,60397.62482190753
pv,301,2025-10-29,1.0,14,287.0,300.0,True,,1,60824.09830183876,59051.19478968319,56309.185762170804,53449.714722873134,61682.10449168188
pv,302,2025-10-30,1.0,14,288.0,301.0,True,,1,62317.79082142174,60566.05421447006,58355.250691340356,56748.49515958632,65188.61367049678
pv,303,2025-10-31,0.1,14,289.0,302.0,True,,0.1,56045.1774618066,54765.536720741526,53795.68116898201,55940.93397400376,69059.32502318245
pv,304,2025-11-01,0.1,14,290.0,303.0,True,,0.1,59243.16464536466,57899.363258020334,56914.07089744322,59323.72945638068,73142.23269884798
pv,305,2025-11-02,0.1,14,291.0,304.0,True,,0.1,58251.63936633862,56989.81410914963,56220.20533067123,59346.55158998621,74759.27729166382
pv,306,2025-11-03,0.1,14,292.0,305.0,True,,0.1,55595.33944424379,54572.26425208998,53986.54623274474,57121.51842770857,72286.77424707182
pv,307,2025-11-04,0.1,14,293.0,306.0,True,,0.1,54064.56321001872,53130.99988648341,52476.78877448848,55444.41758763335,70377.29064387748
pv,308,2025-11-05,0.1,14,294.0,307.0,True,,0.1,51623.48203809936,51010.77741464851,50752.493414013115,54824.57357141834,71078.11208229137
pv,309,2025-11-06,0.01,14,295.0,308.0,True,,0.01,47127.03222610099,46624.17770747543,46959.64819645619,52524.62420174578,70139.71681672077
pv,310,2025-11-07,0.01,14,296.0,309.0,True,,0.01,48855.21286744521,48237.645952857754,48282.23697702723,52795.59273980214,68625.32355124957
pv,311,2025-11-08,0.1,14,297.0,310.0,True,,0.1,52831.29697018227,52190.67670661912,51948.73811497125,55462.10972049697,70463.50352725736
pv,312,2025-11-09,0.1,14,298.0,311.0,True,,0.1,51809.282849143514,51211.02711963036,51005.69112144545,54964.07707914802,71260.51352948946
pv,313,2025-11-10,0.1,14,299.0,312.0,True,,0.1,53622.63303681927,52976.76906340773,52870.13904209027,57053.4748661571,73090.65479073282
pv,314,2025-11-11,0.1,14,300.0,313.0,True,,0.1,47551.01725435913,46717.82937506028,46546.53540893399,50768.21844320959,66641.55472793362
pv,315,2025-11-12,0.1,14,301.0,314.0,True,,0.1,46598.74332786721,45904.170152060025,45803.965178630024,49443.27858365333,62806.093518544476
pv,316,2025-11-13,0.1,14,302.0,315.0,True,,0.1,39083.15403652095,38666.353199490884,38500.81135658297,42114.14442599213,56408.21596692967
pv,317,2025-11-14,0.1,14,303.0,316.0,True,,0.1,41435.40531702102,40960.11532631968,40532.36367358715,42803.241392081574,53980.32395320566
pv,318,2025-11-15,0.1,14,304.0,317.0,True,,0.1,37746.92805975352,37508.339101072685,37482.537052733525,39457.27430421033,48464.11711553867
pv,319,2025-11-16,0.01,14,305.0,318.0,True,,0.01,37560.67551052764,37423.82983058794,37554.49475969549,39735.93541975931,47838.93304354792
pv,320,2025-11-17,0.01,14,306.0,319.0,True,,0.01,38541.42195365773,38437.62379885317,38558.16546698101,40655.198827671964,48723.18492576496
pv,321,2025-11-18,0.01,14,307.0,320.0,True,,0.01,35733.33951016572,35670.54844299129,35858.15981654213,38061.04084497745,46207.658015027475
pv,322,2025-11-19,0.01,14,308.0,321.0,True,,0.01,36429.37000943057,36360.857476504665,36717.32930646477,39442.43748335035,47461.21593859613
pv,323,2025-11-20,0.01,14,309.0,322.0,True,,0.01,37327.81313878815,37303.61795304275,37748.232795053875,40842.629304113754,49072.421423682856
pv,324,2025-11-21,0.001,14,310.0,323.0,True,,0.001,34469.56455276233,34487.514330036145,35011.89752351584,38789.99804825939,48506.02673756265
pv,325,2025-11-22,0.01,14,311.0,324.0,True,,0.01,30032.666162689733,30031.188131447845,30682.85036967623,35065.508969252725,45124.56275353115
pv,326,2025-11-23,0.01,14,312.0,325.0,True,,0.01,30546.589900539162,30543.09292704209,31222.52504284944,35360.85854325784,44209.45733932074
pv,327,2025-11-24,0.001,14,313.0,326.0,True,,0.001,31050.839655191485,31067.453520983214,31623.89907851926,35268.59459086046,43653.36753816645
pv,328,2025-11-25,0.001,14,314.0,327.0,True,,0.001,32692.517102653066,32783.57117390739,33740.828679001424,39257.88164995118,50130.55827592162
pv,329,2025-11-26,0.001,14,315.0,328.0,True,,0.001,33129.02966971941,33211.22717943131,34129.57895421454,39881.90299667247,51686.96251067032
pv,330,2025-11-27,0.001,14,316.0,329.0,True,,0.001,32048.786656659682,32140.762701175907,33114.28644513898,39119.02400474536,51265.49875032718
pv,331,2025-11-28,0.001,14,317.0,330.0,True,,0.001,29395.884953308076,29490.908928268243,30452.261116797006,36081.49114758937,47357.409225517826
pv,332,2025-11-29,0.001,14,318.0,331.0,True,,0.001,28493.4623619802,28617.795630579403,29717.70702989723,36083.644095552714,48134.860394834686
pv,333,2025-11-30,0.001,14,319.0,332.0,True,,0.001,35892.552521976955,35939.835425467005,36909.39293224789,43485.69853700121,56067.30586771738
pv,334,2025-12-01,0.001,14,320.0,333.0,True,,0.001,35224.19479054658,35229.89695651436,35940.0458251812,41814.028768843644,54598.70183172868
pv,335,2025-12-02,0.001,14,321.0,334.0,True,,0.001,36293.2516563725,36319.0200634798,37203.95454271955,43746.56035486117,56697.57837155076
pv,336,2025-12-03,0.01,14,322.0,335.0,True,,0.01,34972.56440931583,34940.93854383571,35531.90875187182,41564.15301551508,54665.40409985088
pv,337,2025-12-04,0.01,14,323.0,336.0,True,,0.01,35434.48495007673,35405.29191473719,36060.57446960008,42134.135763576225,54854.64571801291
pv,338,2025-12-05,0.01,14,324.0,337.0,True,,0.01,35536.44147372349,35515.27848160145,36239.71164590185,42285.879970783426,54659.691944289625
pv,339,2025-12-06,0.01,14,325.0,338.0,True,,0.01,35879.633456156014,35864.63113750231,36591.66835861579,42811.98659488156,55569.80972029881
pv,340,2025-12-07,0.01,14,326.0,339.0,True,,0.01,36692.67010449035,36637.63537741894,37306.8073256719,43939.159536520405,57435.51236975329
pv,341,2025-12-08,0.01,14,327.0,340.0,True,,0.01,34523.83624600418,34503.75416008705,35265.55326933601,42607.6796383846,57681.222551163235
pv,342,2025-12-09,0.01,14,328.0,341.0,True,,0.01,31323.330738957135,31300.18572335625,31789.567366438754,37417.72672226168,50082.44756333908
pv,343,2025-12-10,0.001,14,329.0,342.0,True,,0.001,32312.76263908193,32316.1723829568,32704.96457471917,37307.052641355695,48090.98486154635
pv,344,2025-12-11,0.01,14,330.0,343.0,True,,0.01,32842.923165958775,32810.12046275994,33157.53364131149,38340.0057018996,50410.93550643381
pv,345,2025-12-12,0.001,14,331.0,344.0,True,,0.001,33894.65377534649,33913.98525215925,34350.339248129654,39827.08871798053,52796.47320441313
pv,346,2025-12-13,0.01,14,332.0,345.0,True,,0.01,35663.31106156026,35634.02808294258,35885.94726595494,41212.85315895342,54805.00847952235
pv,347,2025-12-14,0.001,14,333.0,346.0,True,,0.001,28435.71185636503,28476.551103615933,28865.416767260118,34001.02596326183,47210.238595942836
pv,348,2025-12-15,0.001,14,334.0,347.0,True,,0.001,27386.6508285028,27481.480690666376,28235.438729882222,34495.37359442589,47975.6424854287
pv,349,2025-12-16,0.001,14,335.0,348.0,True,,0.001,26415.573727858096,26493.135740791866,27077.977395202877,32575.801431288975,45575.52437893058
pv,350,2025-12-17,0.001,14,336.0,349.0,True,,0.001,24674.05725024818,24774.67151681741,25404.470584580777,30455.068211138965,42303.98031959432
pv,351,2025-12-18,0.001,14,337.0,350.0,True,,0.001,24079.671175735068,24154.531250204578,24582.50808219126,28624.31529423872,39002.92948442898
pv,352,2025-12-19,0.001,14,338.0,351.0,True,,0.001,26884.91060912157,26934.90654792773,27107.110060347874,30123.824275207917,39236.79762853442
pv,353,2025-12-20,0.001,14,339.0,352.0,True,,0.001,27606.00717652988,27646.09690421219,27715.438903446367,31078.24568767041,41553.89392975776
pv,354,2025-12-21,0.1,14,340.0,353.0,True,,0.1,27116.122070479338,27158.29456427368,26903.11713469353,28934.618496918538,38478.85535627015
pv,355,2025-12-22,0.1,14,341.0,354.0,True,,0.1,27291.410741688058,27331.028180621943,27180.060870819652,29473.165629071398,38839.94351449567
pv,356,2025-12-23,0.1,14,342.0,355.0,True,,0.1,26577.678465040754,26638.3656370733,26486.325395521177,28974.929074220756,39076.05786962774
pv,357,2025-12-24,0.001,14,343.0,356.0,True,,0.001,25573.040031055043,25659.32982907461,25612.474783092144,28076.194390856304,37840.26496739315
pv,358,2025-12-25,0.001,14,344.0,357.0,True,,0.001,25883.186005070515,26017.58064918472,25986.16316242187,27727.264164741817,36291.95349526483
pv,359,2025-12-26,0.001,14,345.0,358.0,True,,0.001,24179.629453227444,24284.680178797724,24210.46573571474,26070.40137104096,34780.60757660393
pv,360,2025-12-27,0.001,14,346.0,359.0,True,,0.001,23333.076672082458,23459.72629249492,23432.059116013537,25167.763947198244,33229.52795026745
pv,361,2025-12-28,0.001,14,347.0,360.0,True,,0.001,22829.971640475702,22958.08540162705,22901.01310034252,24690.913214964505,33177.56829459572
pv,362,2025-12-29,0.001,14,348.0,361.0,True,,0.001,24420.98814895502,24597.253424512644,24587.395769604544,25949.37832498251,33794.35355003608
pv,363,2025-12-30,0.001,14,349.0,362.0,True,,0.001,24488.05140306317,24687.506831565872,24729.722437330325,26219.343085943183,34473.072818993234
pv,364,2025-12-31,0.001,14,350.0,363.0,True,,0.001,27568.607565677587,27791.473138181413,27767.080419727085,29455.869424645367,38673.010538290684
