k,date,weekday,month,publication_hour,s_r,recent_h_start,recent_h_end,recent_interval_start,recent_interval_end,n_valid_slots,valid,b_kW,e_slot_30_kW,e_slot_31_kW,e_slot_32_kW,e_slot_33_kW,e_slot_34_kW,e_slot_35_kW,e_slot_66_kW,e_slot_67_kW,e_slot_68_kW,e_slot_69_kW,e_slot_70_kW,e_slot_71_kW,e_slot_102_kW,e_slot_103_kW,e_slot_104_kW,e_slot_105_kW,e_slot_106_kW,e_slot_107_kW
134,2025-05-15,3,2025-05,18,108,102,107,2025-05-15 17:00:00,2025-05-15 18:00:00,6,True,-78.92469004031015,,,,,,,,,,,,,-136.45074758784085,-342.91399752656343,77.77133132880044,486.70742103763314,-49.61163403012415,-509.05051346376604
135,2025-05-16,4,2025-05,18,108,102,107,2025-05-16 17:00:00,2025-05-16 18:00:00,6,True,4.20922931221359,,,,,,,,,,,,,-279.0080885398834,-187.55916146031177,-59.471295209156324,-26.512588865003636,355.1223730983361,222.68413684930056
136,2025-05-17,5,2025-05,18,108,102,107,2025-05-17 17:00:00,2025-05-17 18:00:00,6,True,60.57965730097794,,,,,,,,,,,,,318.6924485782529,207.09319333292024,34.631563440594164,-58.856763687197144,-51.61666031695904,-86.46583754174344
137,2025-05-18,6,2025-05,18,108,102,107,2025-05-18 17:00:00,2025-05-18 18:00:00,6,True,48.97784093766237,,,,,,,,,,,,,362.3667876000436,-11.023287170720323,-255.3258871707203,-99.76978298888298,124.13816326813685,173.4810520881174
138,2025-05-19,0,2025-05,18,108,102,107,2025-05-19 17:00:00,2025-05-19 18:00:00,6,True,-101.54504784892303,,,,,,,,,,,,,-104.27455877906323,-121.49148493007488,-186.0221960143026,-158.69345085543137,-107.66207742139068,68.87348090672458
139,2025-05-20,1,2025-05,18,108,102,107,2025-05-20 17:00:00,2025-05-20 18:00:00,6,True,-5.745195289772103,,,,,,,,,,,,,-154.1978304139402,97.9309301429621,112.90321580720502,-103.18643609137143,-24.580155169938735,36.659103986450646
140,2025-05-21,2,2025-05,18,108,102,107,2025-05-21 17:00:00,2025-05-21 18:00:00,6,True,-43.0509441804561,,,,,,,,,,,,,208.86853861047348,120.41068461748455,-57.262427792028575,-145.04437435098407,-232.36520122237835,-152.91288494530363
141,2025-05-22,3,2025-05,18,108,102,107,2025-05-22 17:00:00,2025-05-22 18:00:00,6,True,-65.03689977571669,,,,,,,,,,,,,53.005645638684655,-143.01243740603695,-155.68503200101895,13.825819024533303,-56.87249653737945,-101.48289737308278
142,2025-05-23,4,2025-05,18,108,102,107,2025-05-23 17:00:00,2025-05-23 18:00:00,6,True,-79.95032776079006,,,,,,,,,,,,,-36.05865348649104,3.4076625327134025,-148.72502022234175,-270.0585026973217,-208.549621209183,180.28216851788375
143,2025-05-24,5,2025-05,18,108,102,107,2025-05-24 17:00:00,2025-05-24 18:00:00,6,True,-9.015291663100774,,,,,,,,,,,,,-267.5717895757034,-244.82466626942778,79.91922832198043,357.07981649838075,65.74038243242421,-44.43472138625884
144,2025-05-25,6,2025-05,18,108,102,107,2025-05-25 17:00:00,2025-05-25 18:00:00,6,True,177.1125982542247,,,,,,,,,,,,,231.47799948363354,60.169118179204816,-3.0336505406366996,237.48353663348098,335.74292354216504,200.8356622275005
145,2025-05-26,0,2025-05,18,108,102,107,2025-05-26 17:00:00,2025-05-26 18:00:00,6,True,35.687377090132486,,,,,,,,,,,,,-32.084218790505474,112.90670134906395,229.46296331728354,153.78459162533818,-81.67727085183105,-168.26850410855423
146,2025-05-27,1,2025-05,18,108,102,107,2025-05-27 17:00:00,2025-05-27 18:00:00,6,True,-145.5723518547987,,,,,,,,,,,,,-255.85909501701371,-87.67462157758655,-5.060337236306623,-150.139277694082,-260.408674192131,-114.29210541167231
147,2025-05-28,2,2025-05,18,108,102,107,2025-05-28 17:00:00,2025-05-28 18:00:00,6,True,53.620496972651075,,,,,,,,,,,,,391.5123241603005,-66.81593190935382,-209.80033741158059,167.59476271700441,61.522621844425885,-22.290457564889948
148,2025-05-29,3,2025-05,18,108,102,107,2025-05-29 17:00:00,2025-05-29 18:00:00,6,True,72.76790964514869,,,,,,,,,,,,,108.34746289875147,-18.24920256563837,-6.379620117936611,126.67730491205748,229.8694737359101,-3.657960992251901
149,2025-05-30,4,2025-05,18,108,102,107,2025-05-30 17:00:00,2025-05-30 18:00:00,6,True,-49.7689013181138,,,,,,,,,,,,,74.41770955575839,-221.23704464030425,-189.87741270666993,162.2288025650587,63.677771380510876,-187.82323406303658
150,2025-05-31,5,2025-05,18,108,102,107,2025-05-31 17:00:00,2025-05-31 18:00:00,6,True,-240.80245853111387,,,,,,,,,,,,,-297.6293167481763,9.45799929117402,-19.658691673093927,-514.8841218825114,-506.63387116461035,-115.46674900946527
151,2025-06-01,6,2025-06,18,108,102,107,2025-06-01 17:00:00,2025-06-01 18:00:00,6,True,390.56970205379776,,,,,,,,,,,,,436.3933302930991,237.6145804902253,308.7314240242331,502.86160401278084,432.7635040127798,425.0537694896684
152,2025-06-02,0,2025-06,18,108,102,107,2025-06-02 17:00:00,2025-06-02 18:00:00,6,True,272.7598450267381,,,,,,,,,,,,,533.9862874555483,271.08790337101163,171.98212574144782,199.84092733668695,183.03355293373716,276.62827332199686
153,2025-06-03,1,2025-06,18,108,102,107,2025-06-03 17:00:00,2025-06-03 18:00:00,6,True,522.4591209581209,,,,,,,,,,,,,547.6011059703469,370.2396708210763,415.7135677283177,696.5944932795373,682.2488218243097,422.35706612513786
154,2025-06-04,2,2025-06,18,108,102,107,2025-06-04 17:00:00,2025-06-04 18:00:00,6,True,124.05544294126837,,,,,,,,,,,,,195.44281637793665,33.05893909421047,-21.725314953624547,128.7773421215661,286.8683239085358,121.9105510989857
155,2025-06-05,3,2025-06,18,108,102,107,2025-06-05 17:00:00,2025-06-05 18:00:00,6,True,102.7435735256657,,,,,,,,,,,,,147.51484688974324,165.4020712155343,117.0643305347703,-11.380606670310954,97.76000298229337,100.10079620196393
156,2025-06-06,4,2025-06,18,108,102,107,2025-06-06 17:00:00,2025-06-06 18:00:00,6,True,160.51021005516682,,,,,,,,,,,,,262.45067628622655,8.184285743776854,4.366741127696059,275.6085177940886,227.23666408908593,185.214375290127
157,2025-06-07,5,2025-06,18,108,102,107,2025-06-07 17:00:00,2025-06-07 18:00:00,6,True,225.32392849688986,,,,,,,,,,,,,151.79618346597772,215.80074345042885,181.3318762685867,238.94695737306301,390.37755737306315,173.69025305021978
158,2025-06-08,6,2025-06,18,108,102,107,2025-06-08 17:00:00,2025-06-08 18:00:00,6,True,-63.81229021403745,,,,,,,,,,,,,-304.4768554326902,-176.52176201673592,-1.2976683540946397,55.25314456730939,38.14224456730972,6.027155384676917
159,2025-06-09,0,2025-06,18,108,102,107,2025-06-09 17:00:00,2025-06-09 18:00:00,6,True,315.15750903110546,,,,,,,,,,,,,139.2248835904802,200.57720696472643,276.91863547914363,472.6934350911697,520.6085350911699,280.9223579699428
160,2025-06-10,1,2025-06,18,108,102,107,2025-06-10 17:00:00,2025-06-10 18:00:00,6,True,-108.83387861877479,,,,,,,,,,,,,-158.6251711584864,-10.203163132251575,8.734197406934982,-237.97680734251662,-175.49585384584225,-79.43647364048684
161,2025-06-11,2,2025-06,18,108,102,107,2025-06-11 17:00:00,2025-06-11 18:00:00,6,True,270.943123634261,,,,,,,,,,,,,75.18091053151238,537.1227658078687,668.453813606623,279.8065844002722,-10.202885619430162,75.29755307871983
162,2025-06-12,3,2025-06,18,108,102,107,2025-06-12 17:00:00,2025-06-12 18:00:00,6,True,28.842624482282492,,,,,,,,,,,,,15.890303814290746,-143.17490298421853,10.969650063249901,220.25019784518645,73.98491475524497,-4.864416600058576
163,2025-06-13,4,2025-06,18,108,102,107,2025-06-13 17:00:00,2025-06-13 18:00:00,6,True,188.66084185249784,,,,,,,,,,,,,-181.32872896235676,136.73896215096738,364.84407649314335,379.3286204301585,317.3011866912175,115.08093431185716
164,2025-06-14,5,2025-06,18,108,102,107,2025-06-14 17:00:00,2025-06-14 18:00:00,6,True,22.150665101836694,,,,,,,,,,,,,134.66665706889216,111.44835171442355,77.21342011405977,-20.34510671892258,-112.13795990106382,-57.94137166636892
165,2025-06-15,6,2025-06,18,108,102,107,2025-06-15 17:00:00,2025-06-15 18:00:00,6,True,108.10818922202922,,,,,,,,,,,,,203.46233360583574,335.0038978057228,283.92053362986553,-10.334546359132219,-95.01794635913211,-68.38513699098439
166,2025-06-16,0,2025-06,18,108,102,107,2025-06-16 17:00:00,2025-06-16 18:00:00,6,True,-146.824038405603,,,,,,,,,,,,,-98.26574295925184,75.44697671887843,47.600540244554395,-297.45769858656513,-424.06762392652763,-184.20068192470626
167,2025-06-17,1,2025-06,18,108,102,107,2025-06-17 17:00:00,2025-06-17 18:00:00,6,True,55.69297741278721,,,,,,,,,,,,,416.06850067333835,106.05583106615813,-187.9227909719575,-112.3771524970507,30.466579186763738,81.86689701947125
168,2025-06-18,2,2025-06,18,108,102,107,2025-06-18 17:00:00,2025-06-18 18:00:00,6,True,-132.09550041920753,,,,,,,,,,,,,-34.43045088011331,-87.27212954418519,-358.01163759204155,-366.6419175750834,-88.32230616948982,142.1054392456681
169,2025-06-19,3,2025-06,18,108,102,107,2025-06-19 17:00:00,2025-06-19 18:00:00,6,True,35.817512183590374,,,,,,,,,,,,,-40.56533242847672,59.36425643675011,-80.22141029088561,-246.51064470749589,287.89752600742304,234.94067808422733
170,2025-06-20,4,2025-06,18,108,102,107,2025-06-20 17:00:00,2025-06-20 18:00:00,6,True,-218.5872175240072,,,,,,,,,,,,,194.46103956276602,-132.8243660931971,-338.099397440712,-434.10754614331745,-375.1854089746789,-225.76762605490376
171,2025-06-21,5,2025-06,18,108,102,107,2025-06-21 17:00:00,2025-06-21 18:00:00,6,True,-8.789033361679913,,,,,,,,,,,,,-241.24307078840593,-38.68789457785624,-71.81889635481502,-25.12413707975611,181.86914839124893,142.2706502395049
172,2025-06-22,6,2025-06,18,108,102,107,2025-06-22 17:00:00,2025-06-22 18:00:00,6,True,-63.94884645826581,,,,,,,,,,,,,-237.4392301807893,-88.64482319440867,41.860200124972835,115.0369057401831,12.382650100888895,-226.8887813404417
173,2025-06-23,0,2025-06,18,108,102,107,2025-06-23 17:00:00,2025-06-23 18:00:00,6,True,-155.52490355934773,,,,,,,,,,,,,-314.70962990823955,-315.46291914854464,-156.6380714423176,-26.35624461615953,-25.522852108842926,-94.45970413198211
174,2025-06-24,1,2025-06,18,108,102,107,2025-06-24 17:00:00,2025-06-24 18:00:00,6,True,13.740540132485725,,,,,,,,,,,,,-251.352908701444,-124.74540889831133,71.81385994312859,211.1870824642001,93.68237364338256,81.85824234395841
175,2025-06-25,2,2025-06,18,108,102,107,2025-06-25 17:00:00,2025-06-25 18:00:00,6,True,-162.24475173233472,,,,,,,,,,,,,-262.2827841621747,-307.50881935126563,-63.790528374230234,130.64470608330794,-145.81758919280037,-324.71349539684525
176,2025-06-26,3,2025-06,18,108,102,107,2025-06-26 17:00:00,2025-06-26 18:00:00,6,True,-8.598051321654717,,,,,,,,,,,,,72.00459133986351,306.74052923021736,181.30215889329247,-158.402255148746,-264.45196257920816,-188.78136966534748
177,2025-06-27,4,2025-06,18,108,102,107,2025-06-27 17:00:00,2025-06-27 18:00:00,6,True,-232.49003597159972,,,,,,,,,,,,,-179.54517392885055,-19.606860415881783,-193.49801037959878,-546.3930429036413,-411.25551958140204,-44.641608620223906
178,2025-06-28,5,2025-06,18,108,102,107,2025-06-28 17:00:00,2025-06-28 18:00:00,6,True,-93.83193784980563,,,,,,,,,,,,,88.5762309167385,-126.3664028362532,-65.49389446952819,120.3781045812998,-203.7240474494838,-376.36161784160686
179,2025-06-29,6,2025-06,18,108,102,107,2025-06-29 17:00:00,2025-06-29 18:00:00,6,True,-302.4431404821066,,,,,,,,,,,,,-332.8509471200987,-186.171211179515,-209.00294130794646,-358.12545691102423,-319.11948497045887,-409.3888014035965
180,2025-06-30,0,2025-06,18,108,102,107,2025-06-30 17:00:00,2025-06-30 18:00:00,6,True,-253.57942993754264,,,,,,,,,,,,,-140.96969413508668,-316.00463382312137,-353.1146759134772,-320.06770696639705,-121.83314731191513,-269.4867214752585
181,2025-07-01,1,2025-07,18,108,102,107,2025-07-01 17:00:00,2025-07-01 18:00:00,6,True,694.5095914798048,,,,,,,,,,,,,581.9026085574806,756.5041679735732,763.1278672556336,610.0291385239716,709.9905630632475,745.5032035049226
182,2025-07-02,2,2025-07,18,108,102,107,2025-07-02 17:00:00,2025-07-02 18:00:00,6,True,98.10223818811512,,,,,,,,,,,,,417.2356435969705,307.39734359697104,97.88672262877844,116.73606989067139,-128.16096940418174,-222.48138118051884
183,2025-07-03,3,2025-07,18,108,102,107,2025-07-03 17:00:00,2025-07-03 18:00:00,6,True,277.5653122970075,,,,,,,,,,,,,312.03347642722474,248.24816388452655,249.11947608972514,188.60310223044235,279.4617960947371,387.9258590553891
184,2025-07-04,4,2025-07,18,108,102,107,2025-07-04 17:00:00,2025-07-04 18:00:00,6,True,169.30017358440037,,,,,,,,,,,,,-169.93930814472515,72.37792425579073,332.98718913193716,567.0907891319371,204.62448913193793,8.659957999524522
185,2025-07-05,5,2025-07,18,108,102,107,2025-07-05 17:00:00,2025-07-05 18:00:00,6,True,110.12342560507265,,,,,,,,,,,,,72.8398329904121,240.6897046535878,278.96130903582616,73.48800801692141,-127.99842434437551,122.76012327806393
186,2025-07-06,6,2025-07,18,108,102,107,2025-07-06 17:00:00,2025-07-06 18:00:00,6,True,385.8821032266762,,,,,,,,,,,,,369.384049516535,398.6971916834409,303.57918374569,165.4133648047973,433.0227648047967,645.1960648047971
187,2025-07-07,0,2025-07,18,108,102,107,2025-07-07 17:00:00,2025-07-07 18:00:00,6,True,-129.61850401719872,,,,,,,,,,,,,117.52768515950993,92.96736089531078,-52.34697063420208,-287.9607863013798,-340.7392973980568,-307.15901582437436
188,2025-07-08,1,2025-07,18,108,102,107,2025-07-08 17:00:00,2025-07-08 18:00:00,6,True,-287.817269911667,,,,,,,,,,,,,-343.6007394249755,-141.11652722229155,-312.6251535539568,-501.80667641563286,-197.43777148455774,-230.31675136858757
189,2025-07-09,2,2025-07,18,108,102,107,2025-07-09 17:00:00,2025-07-09 18:00:00,6,True,24.730029540538908,,,,,,,,,,,,,-108.90319844418991,-354.36368624794886,-359.8392518120154,77.80638526435268,425.6324642415175,468.04746424151745
190,2025-07-10,3,2025-07,18,108,102,107,2025-07-10 17:00:00,2025-07-10 18:00:00,6,True,54.78939562104779,,,,,,,,,,,,,-92.90013111880307,172.56024082214753,394.89534082214686,194.0551091708694,-103.9977415168969,-235.8764444531771
191,2025-07-11,4,2025-07,18,108,102,107,2025-07-11 17:00:00,2025-07-11 18:00:00,6,True,-102.77837611625493,,,,,,,,,,,,,-98.63933862633758,-125.59776644044314,-239.25262600299038,-301.64982600299027,-1.1761660649149235,149.64546644014672
192,2025-07-12,5,2025-07,18,108,102,107,2025-07-12 17:00:00,2025-07-12 18:00:00,6,True,114.30892995943138,,,,,,,,,,,,,-51.81181974137189,223.06491909133,80.18572952433897,-95.91219930199031,250.20785277696677,280.1190974073147
193,2025-07-13,6,2025-07,18,108,102,107,2025-07-13 17:00:00,2025-07-13 18:00:00,6,True,33.369945132211946,,,,,,,,,,,,,82.43351316077496,-140.37969119980153,-22.899353948638236,244.9599366239354,83.42011125291447,-47.31484509591337
194,2025-07-14,0,2025-07,18,108,102,107,2025-07-14 17:00:00,2025-07-14 18:00:00,6,True,178.81424464655007,,,,,,,,,,,,,-1.8051895869548389,185.90500685798725,277.37095781503376,97.36184312684236,144.06404820109947,369.98880146529245
195,2025-07-15,1,2025-07,18,108,102,107,2025-07-15 17:00:00,2025-07-15 18:00:00,6,True,-166.96629287784677,,,,,,,,,,,,,-291.095323485496,-414.8705730557085,-179.64053916804096,265.1642608319589,-121.94038466640359,-259.4151977233905
196,2025-07-16,2,2025-07,18,108,102,107,2025-07-16 17:00:00,2025-07-16 18:00:00,6,True,224.82588319399323,,,,,,,,,,,,,194.47790994744537,370.12681025184156,270.9284053035526,163.40786415641924,235.98215529986373,114.03215420483684
197,2025-07-17,3,2025-07,18,108,102,107,2025-07-17 17:00:00,2025-07-17 18:00:00,6,True,-94.34221107518852,,,,,,,,,,,,,165.57044839670016,-103.06750286530223,-313.84752673467756,-336.830954721514,-52.83345884737173,74.95572832103426
198,2025-07-18,4,2025-07,18,108,102,107,2025-07-18 17:00:00,2025-07-18 18:00:00,6,True,-209.672607368002,,,,,,,,,,,,,-270.26179314868295,-39.597782102171095,-113.85677405180422,-343.7817740518044,-277.1995319208222,-213.33798893272706
199,2025-07-19,5,2025-07,18,108,102,107,2025-07-19 17:00:00,2025-07-19 18:00:00,6,True,123.01930262762009,,,,,,,,,,,,,209.6427279785903,-67.10635087704668,4.893358313918725,378.29529663030235,201.22684027593732,11.163943444018514
200,2025-07-20,6,2025-07,18,108,102,107,2025-07-20 17:00:00,2025-07-20 18:00:00,6,True,151.57855388052727,,,,,,,,,,,,,266.2918846660368,268.4060975766033,-46.15961879881252,-246.96518985789862,194.12048012311516,473.7776695741195
201,2025-07-21,0,2025-07,18,108,102,107,2025-07-21 17:00:00,2025-07-21 18:00:00,6,True,9.422538375423452,,,,,,,,,,,,,-147.29597239793202,-226.44758193399684,-20.39654750991849,277.7759202122161,116.16755562599155,56.731856256180436
202,2025-07-22,1,2025-07,18,108,102,107,2025-07-22 17:00:00,2025-07-22 18:00:00,6,True,-231.24805356691408,,,,,,,,,,,,,-126.13298061233672,46.102521172200795,-39.46313120704781,-428.19303726019825,-456.2546899673971,-383.54700352670534
203,2025-07-23,2,2025-07,18,108,102,107,2025-07-23 17:00:00,2025-07-23 18:00:00,6,True,-203.97440955747393,,,,,,,,,,,,,65.05528379331099,-191.15867184180388,-294.1665114745174,-267.54565249947063,-344.01789845554595,-192.0130068668168
204,2025-07-24,3,2025-07,18,108,102,107,2025-07-24 17:00:00,2025-07-24 18:00:00,6,True,-101.69521764954591,,,,,,,,,,,,,4.755230179523096,-116.35146707820059,-316.5099143665684,-219.63765447959304,-131.70714822412265,169.2796480716861
205,2025-07-25,4,2025-07,18,108,102,107,2025-07-25 17:00:00,2025-07-25 18:00:00,6,True,-91.85445049410139,,,,,,,,,,,,,-112.11694688089665,-138.84854912527817,-51.43218012785792,60.73096460648185,-157.99944231177915,-151.46054912527825
206,2025-07-26,5,2025-07,18,108,102,107,2025-07-26 17:00:00,2025-07-26 18:00:00,6,True,-167.94932264919052,,,,,,,,,,,,,0.6742579212386772,-39.59783443482229,-156.80567766731792,-323.81652436081276,-361.4745273153171,-126.67563003811165
207,2025-07-27,6,2025-07,18,108,102,107,2025-07-27 17:00:00,2025-07-27 18:00:00,6,True,-153.57847531714575,,,,,,,,,,,,,-4.952236723221176,24.810272240712038,-120.97039212483196,-291.74023154693714,-257.1465367232213,-271.471727025375
208,2025-07-28,0,2025-07,18,108,102,107,2025-07-28 17:00:00,2025-07-28 18:00:00,6,True,55.53273282488332,,,,,,,,,,,,,-51.00717906924638,250.00448894732926,129.32340970726273,-336.2736454074993,158.44461465912354,182.70470811233008
209,2025-07-29,1,2025-07,18,108,102,107,2025-07-29 17:00:00,2025-07-29 18:00:00,6,True,-360.0079548728513,,,,,,,,,,,,,190.1265887851414,-692.5588804233521,-738.6016090428448,-232.8518326208532,-226.96925749297952,-459.1927384422197
210,2025-07-30,2,2025-07,18,108,102,107,2025-07-30 17:00:00,2025-07-30 18:00:00,6,True,-142.2100763506522,,,,,,,,,,,,,-87.36630339076873,41.58873764105738,-62.157944602116004,-391.9266055827384,-224.23009795602593,-129.1682442133215
211,2025-07-31,3,2025-07,18,108,102,107,2025-07-31 17:00:00,2025-07-31 18:00:00,6,True,-91.41393298306473,,,,,,,,,,,,,-236.07792844303276,-321.20897800030343,-77.35178767406978,268.40949709835604,74.69819884882236,-256.95259972816075
212,2025-08-01,4,2025-08,18,108,102,107,2025-08-01 17:00:00,2025-08-01 18:00:00,6,True,60.66726114569633,,,,,,,,,,,,,-45.63712787277973,-197.43457334140294,-101.72844784421068,161.92068202270366,386.09727972130986,160.7857541885578
213,2025-08-02,5,2025-08,18,108,102,107,2025-08-02 17:00:00,2025-08-02 18:00:00,6,True,-217.2619685374635,,,,,,,,,,,,,-234.1287756933334,-352.66933439347895,-275.7409964606454,-156.99567128134277,-119.81481802928738,-164.22221536669304
214,2025-08-03,6,2025-08,18,108,102,107,2025-08-03 17:00:00,2025-08-03 18:00:00,6,True,-26.450942172445746,,,,,,,,,,,,,-35.19460992573295,41.138990074266985,48.1920584961772,24.622234547001426,-172.9715877559329,-64.49273847045424
215,2025-08-04,0,2025-08,18,108,102,107,2025-08-04 17:00:00,2025-08-04 18:00:00,6,True,195.9439844861387,,,,,,,,,,,,,155.23883688119258,337.57656410076015,351.3663507880483,196.38434066053833,190.47372323422223,-55.375908747929316
216,2025-08-05,1,2025-08,18,108,102,107,2025-08-05 17:00:00,2025-08-05 18:00:00,6,True,-161.0345010219306,,,,,,,,,,,,,-178.6122276409924,212.90200594872658,133.30370594872602,-617.2285535478268,-420.0192718720691,-96.55266496814784
217,2025-08-06,2,2025-08,18,108,102,107,2025-08-06 17:00:00,2025-08-06 18:00:00,6,True,-223.70615192930427,,,,,,,,,,,,,-471.67391128071085,-378.812890414044,-292.6745879119917,-312.0712187559411,-25.522639149972747,138.51833593683477
218,2025-08-07,3,2025-08,18,108,102,107,2025-08-07 17:00:00,2025-08-07 18:00:00,6,True,-205.68431496357425,,,,,,,,,,,,,-148.85444330005612,-340.6735207330439,-314.41910530480254,-206.03807147861426,-83.16976687651004,-140.95098208841864
219,2025-08-08,4,2025-08,18,108,102,107,2025-08-08 17:00:00,2025-08-08 18:00:00,6,True,-149.8945375113899,,,,,,,,,,,,,38.18342832753024,155.97159674134764,-30.47291474115218,-386.5670591423209,-483.3608955017162,-193.12138075202802
220,2025-08-09,5,2025-08,18,108,102,107,2025-08-09 17:00:00,2025-08-09 18:00:00,6,True,-78.55634058369795,,,,,,,,,,,,,15.610088337138222,-121.64629390544997,6.260716448794028,-33.348240900994824,-155.87875134216983,-182.33556213950533
221,2025-08-10,6,2025-08,18,108,102,107,2025-08-10 17:00:00,2025-08-10 18:00:00,6,True,-9.829239252634883,,,,,,,,,,,,,-62.95979842121233,-7.0698979123772006,138.55747076858734,202.95308939841016,-48.7385610216279,-281.71773832758936
222,2025-08-11,0,2025-08,18,108,102,107,2025-08-11 17:00:00,2025-08-11 18:00:00,6,True,-319.9363010801588,,,,,,,,,,,,,-306.29442537404157,-439.1768725949878,-405.18249177313555,-363.18833148680005,-243.90319369758436,-161.8724915544035
223,2025-08-12,1,2025-08,18,108,102,107,2025-08-12 17:00:00,2025-08-12 18:00:00,6,True,-37.862002774000906,,,,,,,,,,,,,-274.3015011005655,-252.5632023805956,-94.40619620111738,183.80540286922587,138.41035727648796,71.88312289255919
224,2025-08-13,2,2025-08,18,108,102,107,2025-08-13 17:00:00,2025-08-13 18:00:00,6,True,28.99762665832077,,,,,,,,,,,,,-48.09468982463022,-57.90784451543095,-129.18053441745997,-140.50416705729003,329.5907158098662,220.0822799548696
225,2025-08-14,3,2025-08,18,108,102,107,2025-08-14 17:00:00,2025-08-14 18:00:00,6,True,101.94637891070367,,,,,,,,,,,,,166.41627150915792,30.83231237284508,54.426555114875555,192.3995404889065,49.16524245936489,118.43835151907206
226,2025-08-15,4,2025-08,18,108,102,107,2025-08-15 17:00:00,2025-08-15 18:00:00,6,True,-207.017223434454,,,,,,,,,,,,,-25.22808433222417,-279.17253033230145,-354.0959064943063,-212.98099887092258,-214.37181408266315,-156.2540064943064
227,2025-08-16,5,2025-08,18,108,102,107,2025-08-16 17:00:00,2025-08-16 18:00:00,6,True,-235.78420508424188,,,,,,,,,,,,,-361.68934062761946,-302.29943190203494,-124.87977410780559,-175.95833190203484,-230.99674842136756,-218.88160354458887
228,2025-08-17,6,2025-08,18,108,102,107,2025-08-17 17:00:00,2025-08-17 18:00:00,6,True,-60.96044724865457,,,,,,,,,,,,,-359.94026507162926,-17.52926414139074,92.6186722675493,-149.3743723538737,66.64963585860914,1.8129099488078282
229,2025-08-18,0,2025-08,18,108,102,107,2025-08-18 17:00:00,2025-08-18 18:00:00,6,True,-13.884138339432107,,,,,,,,,,,,,83.09005573837112,-391.32843141258036,-221.41084128792772,460.8298765803247,189.24537565497667,-203.73086530975706
230,2025-08-19,1,2025-08,18,108,102,107,2025-08-19 17:00:00,2025-08-19 18:00:00,6,True,-224.86435688880724,,,,,,,,,,,,,-312.60779604892195,-208.06960198523666,-196.3252378472207,-170.83339934617925,-234.5134783142321,-226.8366277910527
231,2025-08-20,2,2025-08,18,108,102,107,2025-08-20 17:00:00,2025-08-20 18:00:00,6,True,63.79065879983045,,,,,,,,,,,,,88.41435777297647,216.6214215056334,278.87249339186747,125.92570322046777,-263.9058070207302,-63.184216071232186
232,2025-08-21,3,2025-08,18,108,102,107,2025-08-21 17:00:00,2025-08-21 18:00:00,6,True,-241.34336695959396,,,,,,,,,,,,,-247.6722898932212,-397.25435180221757,-470.53139303177613,-279.7322898932216,3.2601541062067554,-56.13003124333409
233,2025-08-22,4,2025-08,18,108,102,107,2025-08-22 17:00:00,2025-08-22 18:00:00,6,True,-54.4782760145722,,,,,,,,,,,,,-211.4603436716393,26.752022468820087,134.57071720342083,-41.079082796579314,-64.73111057660662,-170.9218587148489
234,2025-08-23,5,2025-08,18,108,102,107,2025-08-23 17:00:00,2025-08-23 18:00:00,6,True,-30.98878268420117,,,,,,,,,,,,,-14.676492977155704,-71.2406665884032,-36.214165589359254,134.44995963496058,-30.28474664144278,-167.96658394380665
235,2025-08-24,6,2025-08,18,108,102,107,2025-08-24 17:00:00,2025-08-24 18:00:00,6,True,-19.402387763982308,,,,,,,,,,,,,-78.9766178065438,-126.26535876700927,-24.72769801447066,119.51872246222501,40.91461074756262,-46.87798520565775
236,2025-08-25,0,2025-08,18,108,102,107,2025-08-25 17:00:00,2025-08-25 18:00:00,6,True,-161.2264384252982,,,,,,,,,,,,,27.214586285773294,16.098270944370597,-258.71768376757336,-645.1501266858186,-152.04049356096675,45.236816232425554
237,2025-08-26,1,2025-08,18,108,102,107,2025-08-26 17:00:00,2025-08-26 18:00:00,6,True,48.742966606428276,,,,,,,,,,,,,143.83986001182893,234.18120629128316,61.11517161280881,-101.52984094623844,-11.32490362239605,-33.823693708716746
238,2025-08-27,2,2025-08,18,108,102,107,2025-08-27 17:00:00,2025-08-27 18:00:00,6,True,-122.14563622058829,,,,,,,,,,,,,-255.64682597026967,-200.27219236855217,-99.40523959232723,-7.457020723057212,-63.09026540825198,-107.00227326107142
239,2025-08-28,3,2025-08,18,108,102,107,2025-08-28 17:00:00,2025-08-28 18:00:00,6,True,-18.57870502359007,,,,,,,,,,,,,-282.9487000401232,182.94907647203945,386.7537361930217,0.5174753118953959,-167.1413967111621,-231.60242136721172
240,2025-08-29,4,2025-08,18,108,102,107,2025-08-29 17:00:00,2025-08-29 18:00:00,6,True,-79.97587812525983,,,,,,,,,,,,,217.48345336368175,41.90181456706341,-356.47830436310596,-262.18127842417744,-38.915652144547494,-81.66530175047319
241,2025-08-30,5,2025-08,18,108,102,107,2025-08-30 17:00:00,2025-08-30 18:00:00,6,True,-23.18169421669457,,,,,,,,,,,,,-272.70853484656436,-151.0451187575186,-60.89094152935195,84.00779831170394,176.23124164604724,85.3153898755163
242,2025-08-31,6,2025-08,18,108,102,107,2025-08-31 17:00:00,2025-08-31 18:00:00,6,True,-162.63384159155672,,,,,,,,,,,,,143.49413601589185,-197.05887252848152,-312.8978194483507,-122.43055703668688,-167.4880342435199,-319.42190230819324
