set,group,group_type,group_value,n,mae_kW,rmse_kW,bias_kW 
A_hourly,F1_hist_mean,hour,242_12_2,6,84.0315325344427,84.0315325344427,84.0315325344427
A_hourly,F2_intraday_linear,hour,242_12_2,6,120.73136824443736,120.73136824443736,120.73136824443736
A_hourly,F0_original,hour,242_12_3,6,22.92857175349127,22.92857175349127,22.92857175349127
A_hourly,F1_hist_mean,hour,242_12_3,6,100.01419338258165,100.01419338258165,100.01419338258165
A_hourly,F2_intraday_linear,hour,242_12_3,6,98.20679100439793,98.20679100439793,98.20679100439793
A_hourly,F0_original,hour,242_12_4,6,44.415514780917874,44.415514780917874,44.415514780917874
A_hourly,F1_hist_mean,hour,242_12_4,6,99.10023661936793,99.10023661936793,99.10023661936793
A_hourly,F2_intraday_linear,hour,242_12_4,6,115.09433542438455,115.09433542438455,115.09433542438455
A_hourly,F0_original,hour,242_12_5,6,162.63384159155612,162.63384159155612,-162.63384159155612
A_hourly,F1_hist_mean,hour,242_12_5,6,81.65654686808921,81.65654686808921,-81.65654686808921
A_hourly,F2_intraday_linear,hour,242_12_5,6,50.43124134661048,50.43124134661048,-50.43124134661048
A_hourly,F0_original,hour,242_18_0,6,121.5075735500277,121.5075735500277,-121.5075735500277
A_hourly,F1_hist_mean,hour,242_18_0,6,54.195223359191004,54.195223359191004,-54.195223359191004
A_hourly,F2_intraday_linear,hour,242_18_0,6,48.622766919983405,48.622766919983405,-48.622766919983405
A_hourly,F0_original,hour,242_18_1,6,35.77968941980089,35.77968941980089,-35.77968941980089
A_hourly,F1_hist_mean,hour,242_18_1,6,29.312567813597525,29.312567813597525,29.312567813597525
A_hourly,F2_intraday_linear,hour,242_18_1,6,32.865716000439534,32.865716000439534,32.865716000439534
A_hourly,F0_original,hour,242_18_2,6,93.45697084619587,93.45697084619587,93.45697084619587
A_hourly,F1_hist_mean,hour,242_18_2,6,159.67052479336962,159.67052479336962,159.67052479336962
A_hourly,F2_intraday_linear,hour,242_18_2,6,168.95490391163003,168.95490391163003,168.95490391163003
A_hourly,F0_original,hour,242_18_3,6,217.76227416924667,217.76227416924667,-217.76227416924667
A_hourly,F1_hist_mean,hour,242_18_3,6,161.1708283294438,161.1708283294438,-161.1708283294438
A_hourly,F2_intraday_linear,hour,242_18_3,6,154.62486915457794,154.62486915457794,-154.62486915457794
A_hourly,F0_original,hour,242_18_4,6,226.05948600484408,226.05948600484408,-226.05948600484408
A_hourly,F1_hist_mean,hour,242_18_4,6,170.1754045691905,170.1754045691905,-170.1754045691905
A_hourly,F2_intraday_linear,hour,242_18_4,6,190.20922842173786,190.20922842173786,-190.20922842173786
A_hourly,F0_original,hour,242_18_5,6,64.19707245246627,64.19707245246627,-64.19707245246627
A_hourly,F1_hist_mean,hour,242_18_5,6,0.9788556070097911,0.9788556070097911,-0.9788556070097911
A_hourly,F2_intraday_linear,hour,242_18_5,6,14.910093714475806,14.910093714475806,14.910093714475806
A_hourly,F0_original,hour,243_6_0,6,246.4663020092603,246.4663020092603,-246.4663020092603
A_hourly,F1_hist_mean,hour,243_6_0,6,169.05180892035696,169.05180892035696,-169.05180892035696
A_hourly,F2_intraday_linear,hour,243_6_0,6,181.36750328022845,181.36750328022845,-181.36750328022845
A_hourly,F0_original,hour,243_6_1,6,133.02360007207244,133.02360007207244,-133.02360007207244
A_hourly,F1_hist_mean,hour,243_6_1,6,87.15447713388403,87.15447713388403,-87.15447713388403
A_hourly,F2_intraday_linear,hour,243_6_1,6,57.39683750677705,57.39683750677705,-57.39683750677705
A_hourly,F0_original,hour,243_6_2,6,97.1817503288894,97.1817503288894,-97.1817503288894
A_hourly,F1_hist_mean,hour,243_6_2,6,42.841440237592906,42.841440237592906,-42.841440237592906
A_hourly,F2_intraday_linear,hour,243_6_2,6,65.37953773220579,65.37953773220579,-65.37953773220579
A_hourly,F0_original,hour,243_6_3,6,246.88470536151362,246.88470536151362,-246.88470536151362
A_hourly,F1_hist_mean,hour,243_6_3,6,199.33406445749551,199.33406445749551,-199.33406445749551
A_hourly,F2_intraday_linear,hour,243_6_3,6,230.58877992355247,230.58877992355247,-230.58877992355247
A_hourly,F0_original,hour,243_6_4,6,190.91016664031122,190.91016664031122,-190.91016664031122
A_hourly,F1_hist_mean,hour,243_6_4,6,141.8622857848968,141.8622857848968,-141.8622857848968
A_hourly,F2_intraday_linear,hour,243_6_4,6,112.79603984152891,112.79603984152891,-112.79603984152891
A_hourly,F0_original,hour,243_6_5,6,252.10488736318894,252.10488736318894,-252.10488736318894
A_hourly,F1_hist_mean,hour,243_6_5,6,176.5412444812173,176.5412444812173,-176.5412444812173
A_hourly,F2_intraday_linear,hour,243_6_5,6,183.68603418653856,183.68603418653856,-183.68603418653856
A_hourly,F0_original,hour,243_12_0,6,466.034304506441,466.034304506441,-466.034304506441
A_hourly,F1_hist_mean,hour,243_12_0,6,375.69426527667383,375.69426527667383,-375.69426527667383
A_hourly,F2_intraday_linear,hour,243_12_0,6,294.38156363762846,294.38156363762846,-294.38156363762846
A_hourly,F0_original,hour,243_12_1,6,572.0966409057046,572.0966409057046,-572.0966409057046
A_hourly,F1_hist_mean,hour,243_12_1,6,495.89294944950416,495.89294944950416,-495.89294944950416
A_hourly,F2_intraday_linear,hour,243_12_1,6,460.5744807211595,460.5744807211595,-460.5744807211595
A_hourly,F0_original,hour,243_12_2,6,688.1288324006928,688.1288324006928,-688.1288324006928
A_hourly,F1_hist_mean,hour,243_12_2,6,599.6639959897111,599.6639959897111,-599.6639959897111
A_hourly,F2_intraday_linear,hour,243_12_2,6,511.98512202339316,511.98512202339316,-511.98512202339316
A_hourly,F0_original,hour,243_12_3,6,690.5156793733258,690.5156793733258,-690.5156793733258
A_hourly,F1_hist_mean,hour,243_12_3,6,619.8827847025677,619.8827847025677,-619.8827847025677
A_hourly,F2_intraday_linear,hour,243_12_3,6,627.753786450774,627.753786450774,-627.753786450774
A_hourly,F0_original,hour,243_12_4,6,782.2655803133748,782.2655803133748,-782.2655803133748
A_hourly,F1_hist_mean,hour,243_12_4,6,729.9655232096356,729.9655232096356,-729.9655232096356
A_hourly,F2_intraday_linear,hour,243_12_4,6,694.2093533107218,694.2093533107218,-694.2093533107218
A_hourly,F0_original,hour,243_12_5,6,931.0993278000142,931.0993278000142,-931.0993278000142
A_hourly,F1_hist_mean,hour,243_12_5,6,845.2583580972932,845.2583580972932,-845.2583580972932
A_hourly,F2_intraday_linear,hour,243_12_5,6,765.2229523125816,765.2229523125816,-765.2229523125816
A_hourly,F0_original,hour,243_18_0,6,869.986417156475,869.986417156475,-869.986417156475
A_hourly,F1_hist_mean,hour,243_18_0,6,799.6330873854349,799.6330873854349,-799.6330873854349
A_hourly,F2_intraday_linear,hour,243_18_0,6,737.3709942166006,737.3709942166006,-737.3709942166006
A_hourly,F0_original,hour,243_18_1,6,751.1962744736929,751.1962744736929,-751.1962744736929
A_hourly,F1_hist_mean,hour,243_18_1,6,679.8966390640462,679.8966390640462,-679.8966390640462
A_hourly,F2_intraday_linear,hour,243_18_1,6,674.3719394426626,674.3719394426626,-674.3719394426626
A_hourly,F0_original,hour,243_18_2,6,845.9927612263637,845.9927612263637,-845.9927612263637
A_hourly,F1_hist_mean,hour,243_18_2,6,784.4538872710045,784.4538872710045,-784.4538872710045
A_hourly,F2_intraday_linear,hour,243_18_2,6,719.3203470391582,719.3203470391582,-719.3203470391582
A_hourly,F0_original,hour,243_18_3,6,810.0839395394551,810.0839395394551,-810.0839395394551
A_hourly,F1_hist_mean,hour,243_18_3,6,743.8245003237289,743.8245003237289,-743.8245003237289
A_hourly,F2_intraday_linear,hour,243_18_3,6,663.8870799079868,663.8870799079868,-663.8870799079868
A_hourly,F0_original,hour,243_18_4,6,680.3619351495627,680.3619351495627,-680.3619351495627
A_hourly,F1_hist_mean,hour,243_18_4,6,611.8978917951272,611.8978917951272,-611.8978917951272
A_hourly,F2_intraday_linear,hour,243_18_4,6,812.7861915411204,812.7861915411204,-812.7861915411204
A_hourly,F0_original,hour,243_18_5,6,800.2134481155904,800.2134481155904,-800.2134481155904
A_hourly,F1_hist_mean,hour,243_18_5,6,741.208842554784,741.208842554784,-741.208842554784
A_hourly,F2_intraday_linear,hour,243_18_5,6,562.5644844114217,562.5644844114217,-562.5644844114217
A_hourly,F0_original,hour,244_6_0,6,54.35703308404209,54.35703308404209,-54.35703308404209
A_hourly,F1_hist_mean,hour,244_6_0,6,28.147708964607773,28.147708964607773,28.147708964607773
A_hourly,F2_intraday_linear,hour,244_6_0,6,30.35652813309025,30.35652813309025,30.35652813309025
A_hourly,F0_original,hour,244_6_1,6,111.96666901731896,111.96666901731896,-111.96666901731896
A_hourly,F1_hist_mean,hour,244_6_1,6,63.04694198127072,63.04694198127072,-63.04694198127072
A_hourly,F2_intraday_linear,hour,244_6_1,6,47.60946512917599,47.60946512917599,-47.60946512917599
A_hourly,F0_original,hour,244_6_2,6,82.20580770931156,82.20580770931156,-82.20580770931156
A_hourly,F1_hist_mean,hour,244_6_2,6,28.338434768975276,28.338434768975276,-28.338434768975276
A_hourly,F2_intraday_linear,hour,244_6_2,6,36.68446602783297,36.68446602783297,-36.68446602783297
A_hourly,F0_original,hour,244_6_3,6,74.15231423618116,74.15231423618116,-74.15231423618116
A_hourly,F1_hist_mean,hour,244_6_3,6,14.486420276030913,14.486420276030913,-14.486420276030913
A_hourly,F2_intraday_linear,hour,244_6_3,6,13.502780059323413,13.502780059323413,-13.502780059323413
A_hourly,F0_original,hour,244_6_4,6,348.8822353654987,348.8822353654987,-348.8822353654987
A_hourly,F1_hist_mean,hour,244_6_4,6,294.7993905575968,294.7993905575968,-294.7993905575968
A_hourly,F2_intraday_linear,hour,244_6_4,6,277.1060765600914,277.1060765600914,-277.1060765600914
A_hourly,F0_original,hour,244_6_5,6,253.7076953392325,253.7076953392325,-253.7076953392325
A_hourly,F1_hist_mean,hour,244_6_5,6,163.25134686480942,163.25134686480942,-163.25134686480942
A_hourly,F2_intraday_linear,hour,244_6_5,6,151.13819214340856,151.13819214340856,-151.13819214340856
A_hourly,F0_original,hour,244_12_0,6,388.7085171248709,388.7085171248709,-388.7085171248709
A_hourly,F1_hist_mean,hour,244_12_0,6,281.5839826974707,281.5839826974707,-281.5839826974707
A_hourly,F2_intraday_linear,hour,244_12_0,6,177.1905563762275,177.1905563762275,-177.1905563762275
A_hourly,F0_original,hour,244_12_1,6,573.846407435638,573.846407435638,-573.846407435638
A_hourly,F1_hist_mean,hour,244_12_1,6,475.15566400929583,475.15566400929583,-475.15566400929583
A_hourly,F2_intraday_linear,hour,244_12_1,6,412.8491116589712,412.8491116589712,-412.8491116589712
A_hourly,F0_original,hour,244_12_2,6,649.3590856770643,649.3590856770643,-649.3590856770643
A_hourly,F1_hist_mean,hour,244_12_2,6,533.0386326119087,533.0386326119087,-533.0386326119087
A_hourly,F2_intraday_linear,hour,244_12_2,6,414.06212279872125,414.06212279872125,-414.06212279872125
A_hourly,F0_original,hour,244_12_3,6,560.0851975390196,560.0851975390196,-560.0851975390196
A_hourly,F1_hist_mean,hour,244_12_3,6,464.3935645772144,464.3935645772144,-464.3935645772144
A_hourly,F2_intraday_linear,hour,244_12_3,6,427.7738629760797,427.7738629760797,-427.7738629760797
A_hourly,F0_original,hour,244_12_4,6,776.8371255033908,776.8371255033908,-776.8371255033908
A_hourly,F1_hist_mean,hour,244_12_4,6,696.2218212523203,696.2218212523203,-696.2218212523203
A_hourly,F2_intraday_linear,hour,244_12_4,6,601.9267659263824,601.9267659263824,-601.9267659263824
A_hourly,F0_original,hour,244_12_5,6,696.4230329113843,696.4230329113843,-696.4230329113843
A_hourly,F1_hist_mean,hour,244_12_5,6,570.3305163413006,570.3305163413006,-570.3305163413006
A_hourly,F2_intraday_linear,hour,244_12_5,6,451.45253978156506,451.45253978156506,-451.45253978156506
A_hourly,F0_original,hour,244_18_0,6,654.7909666772266,654.7909666772266,-654.7909666772266
A_hourly,F1_hist_mean,hour,244_18_0,6,553.526938605848,553.526938605848,-553.526938605848
A_hourly,F2_intraday_linear,hour,244_18_0,6,174.64756880338518,174.64756880338518,-174.64756880338518
A_hourly,F0_original,hour,244_18_1,6,624.3478347498667,624.3478347498667,-624.3478347498667
A_hourly,F1_hist_mean,hour,244_18_1,6,533.271088759795,533.271088759795,-533.271088759795
A_hourly,F2_intraday_linear,hour,244_18_1,6,189.7506455865605,189.7506455865605,-189.7506455865605
A_hourly,F0_original,hour,244_18_2,6,715.9538692689948,715.9538692689948,-715.9538692689948
A_hourly,F1_hist_mean,hour,244_18_2,6,630.121008344132,630.121008344132,-630.121008344132
A_hourly,F2_intraday_linear,hour,244_18_2,6,225.7129748779671,225.7129748779671,-225.7129748779671
A_hourly,F0_original,hour,244_18_3,6,935.1483907856973,935.1483907856973,-935.1483907856973
A_hourly,F1_hist_mean,hour,244_18_3,6,847.6916149262988,847.6916149262988,-847.6916149262988
A_hourly,F2_intraday_linear,hour,244_18_3,6,449.69804326816757,449.69804326816757,-449.69804326816757
A_hourly,F0_original,hour,244_18_4,6,634.1146777450981,634.1146777450981,-634.1146777450981
A_hourly,F1_hist_mean,hour,244_18_4,6,541.8087412640202,541.8087412640202,-541.8087412640202
A_hourly,F2_intraday_linear,hour,244_18_4,6,319.69574108680627,319.69574108680627,-319.69574108680627
A_hourly,F0_original,hour,244_18_5,6,669.9921702234687,669.9921702234687,-669.9921702234687
A_hourly,F1_hist_mean,hour,244_18_5,6,581.7918692047679,581.7918692047679,-581.7918692047679
A_hourly,F2_intraday_linear,hour,244_18_5,6,200.92907236739165,200.92907236739165,-200.92907236739165
A_hourly,F0_original,hour,245_6_0,6,100.63776295942534,100.63776295942534,-100.63776295942534
A_hourly,F1_hist_mean,hour,245_6_0,6,23.688569850427484,23.688569850427484,-23.688569850427484
A_hourly,F2_intraday_linear,hour,245_6_0,6,24.023200017439194,24.023200017439194,-24.023200017439194
A_hourly,F0_original,hour,245_6_1,6,70.2277565730019,70.2277565730019,70.2277565730019
A_hourly,F1_hist_mean,hour,245_6_1,6,114.00524662409316,114.00524662409316,114.00524662409316
A_hourly,F2_intraday_linear,hour,245_6_1,6,131.58555229156354,131.58555229156354,131.58555229156354
A_hourly,F0_original,hour,245_6_2,6,254.372074454247,254.372074454247,-254.372074454247
A_hourly,F1_hist_mean,hour,245_6_2,6,197.85275239849216,197.85275239849216,-197.85275239849216
A_hourly,F2_intraday_linear,hour,245_6_2,6,207.1100843078484,207.1100843078484,-207.1100843078484
A_hourly,F0_original,hour,245_6_3,6,72.02881291661379,72.02881291661379,-72.02881291661379
A_hourly,F1_hist_mean,hour,245_6_3,6,16.50877568200849,16.50877568200849,-16.50877568200849
A_hourly,F2_intraday_linear,hour,245_6_3,6,17.443113373878987,17.443113373878987,-17.443113373878987
A_hourly,F0_original,hour,245_6_4,6,238.1846357647264,238.1846357647264,-238.1846357647264
A_hourly,F1_hist_mean,hour,245_6_4,6,176.87271155526287,176.87271155526287,-176.87271155526287
A_hourly,F2_intraday_linear,hour,245_6_4,6,148.3457010638249,148.3457010638249,-148.3457010638249
A_hourly,F0_original,hour,245_6_5,6,369.5230051076296,369.5230051076296,-369.5230051076296
A_hourly,F1_hist_mean,hour,245_6_5,6,276.5754777101538,276.5754777101538,-276.5754777101538
A_hourly,F2_intraday_linear,hour,245_6_5,6,258.59875336976984,258.59875336976984,-258.59875336976984
A_hourly,F0_original,hour,245_12_0,6,385.15457519011034,385.15457519011034,-385.15457519011034
A_hourly,F1_hist_mean,hour,245_12_0,6,269.67465315594563,269.67465315594563,-269.67465315594563
A_hourly,F2_intraday_linear,hour,245_12_0,6,66.18055470210493,66.18055470210493,-66.18055470210493
A_hourly,F0_original,hour,245_12_1,6,612.95430547042,612.95430547042,-612.95430547042
A_hourly,F1_hist_mean,hour,245_12_1,6,498.94179132973113,498.94179132973113,-498.94179132973113
A_hourly,F2_intraday_linear,hour,245_12_1,6,334.5044666417725,334.5044666417725,-334.5044666417725
A_hourly,F0_original,hour,245_12_2,6,755.1672096280772,755.1672096280772,-755.1672096280772
A_hourly,F1_hist_mean,hour,245_12_2,6,628.5059897035135,628.5059897035135,-628.5059897035135
A_hourly,F2_intraday_linear,hour,245_12_2,6,381.3913915485937,381.3913915485937,-381.3913915485937
A_hourly,F0_original,hour,245_12_3,6,673.3055579717729,673.3055579717729,-673.3055579717729
A_hourly,F1_hist_mean,hour,245_12_3,6,564.5914300914719,564.5914300914719,-564.5914300914719
A_hourly,F2_intraday_linear,hour,245_12_3,6,447.10942147107744,447.10942147107744,-447.10942147107744
A_hourly,F0_original,hour,245_12_4,6,716.3405879408565,716.3405879408565,-716.3405879408565
A_hourly,F1_hist_mean,hour,245_12_4,6,612.6031979097843,612.6031979097843,-612.6031979097843
A_hourly,F2_intraday_linear,hour,245_12_4,6,365.33070708938885,365.33070708938885,-365.33070708938885
A_hourly,F0_original,hour,245_12_5,6,628.0777662238797,628.0777662238797,-628.0777662238797
A_hourly,F1_hist_mean,hour,245_12_5,6,482.86423065774306,482.86423065774306,-482.86423065774306
A_hourly,F2_intraday_linear,hour,245_12_5,6,213.4280007467005,213.4280007467005,-213.4280007467005
A_hourly,F0_original,hour,245_18_0,6,687.6618381147537,687.6618381147537,-687.6618381147537
A_hourly,F1_hist_mean,hour,245_18_0,6,568.488966230595,568.488966230595,-568.488966230595
A_hourly,F2_intraday_linear,hour,245_18_0,6,211.96770482364354,211.96770482364354,-211.96770482364354
A_hourly,F0_original,hour,245_18_1,6,663.6931043265531,663.6931043265531,-663.6931043265531
A_hourly,F1_hist_mean,hour,245_18_1,6,558.5355109256552,558.5355109256552,-558.5355109256552
A_hourly,F2_intraday_linear,hour,245_18_1,6,229.37036153648478,229.37036153648478,-229.37036153648478
A_hourly,F0_original,hour,245_18_2,6,703.9316507569902,703.9316507569902,-703.9316507569902
A_hourly,F1_hist_mean,hour,245_18_2,6,601.0991607379192,601.0991607379192,-601.0991607379192
A_hourly,F2_intraday_linear,hour,245_18_2,6,213.0555351917037,213.0555351917037,-213.0555351917037
A_hourly,F0_original,hour,245_18_3,6,678.173622608092,678.173622608092,-678.173622608092
A_hourly,F1_hist_mean,hour,245_18_3,6,560.1778261448799,560.1778261448799,-560.1778261448799
A_hourly,F2_intraday_linear,hour,245_18_3,6,130.54966613579654,130.54966613579654,-130.54966613579654
A_hourly,F0_original,hour,245_18_4,6,616.616736794997,616.616736794997,-616.616736794997
A_hourly,F1_hist_mean,hour,245_18_4,6,501.91409348336265,501.91409348336265,-501.91409348336265
A_hourly,F2_intraday_linear,hour,245_18_4,6,247.53300623944187,247.53300623944187,-247.53300623944187
A_hourly,F0_original,hour,245_18_5,6,573.6941697403845,573.6941697403845,-573.6941697403845
A_hourly,F1_hist_mean,hour,245_18_5,6,463.6973731295593,463.6973731295593,-463.6973731295593
A_hourly,F2_intraday_linear,hour,245_18_5,6,99.61546801464692,99.61546801464692,-99.61546801464692
A_hourly,F0_original,hour,246_6_0,6,290.8095870767047,290.8095870767047,290.8095870767047
A_hourly,F1_hist_mean,hour,246_6_0,6,366.4762916346335,366.4762916346335,366.4762916346335
A_hourly,F2_intraday_linear,hour,246_6_0,6,361.92483146966333,361.92483146966333,361.92483146966333
A_hourly,F0_original,hour,246_6_1,6,242.1032291450274,242.1032291450274,242.1032291450274
A_hourly,F1_hist_mean,hour,246_6_1,6,279.16618384404046,279.16618384404046,279.16618384404046
A_hourly,F2_intraday_linear,hour,246_6_1,6,233.7564664695974,233.7564664695974,233.7564664695974
A_hourly,F0_original,hour,246_6_2,6,328.87642574992515,328.87642574992515,328.87642574992515
A_hourly,F1_hist_mean,hour,246_6_2,6,396.4266816476238,396.4266816476238,396.4266816476238
A_hourly,F2_intraday_linear,hour,246_6_2,6,411.90767261685505,411.90767261685505,411.90767261685505
A_hourly,F0_original,hour,246_6_3,6,226.95274964397413,226.95274964397413,226.95274964397413
A_hourly,F1_hist_mean,hour,246_6_3,6,276.6703851809689,276.6703851809689,276.6703851809689
A_hourly,F2_intraday_linear,hour,246_6_3,6,267.7570944585905,267.7570944585905,267.7570944585905
A_hourly,F0_original,hour,246_6_4,6,210.5780217481033,210.5780217481033,210.5780217481033
A_hourly,F1_hist_mean,hour,246_6_4,6,282.09864124784235,282.09864124784235,282.09864124784235
A_hourly,F2_intraday_linear,hour,246_6_4,6,188.54106035042423,188.54106035042423,188.54106035042423
A_hourly,F0_original,hour,246_6_5,6,143.85733602088385,143.85733602088385,143.85733602088385
A_hourly,F1_hist_mean,hour,246_6_5,6,243.37557704311985,243.37557704311985,243.37557704311985
A_hourly,F2_intraday_linear,hour,246_6_5,6,160.27185823251511,160.27185823251511,160.27185823251511
A_hourly,F0_original,hour,246_12_0,6,112.44732256873613,112.44732256873613,112.44732256873613
A_hourly,F1_hist_mean,hour,246_12_0,6,237.29034661526475,237.29034661526475,237.29034661526475
A_hourly,F2_intraday_linear,hour,246_12_0,6,43.20189047898839,43.20189047898839,43.20189047898839
A_hourly,F0_original,hour,246_12_1,6,125.3483223453768,125.3483223453768,-125.3483223453768
A_hourly,F1_hist_mean,hour,246_12_1,6,4.310248153152315,4.310248153152315,4.310248153152315
A_hourly,F2_intraday_linear,hour,246_12_1,6,198.83683350254887,198.83683350254887,-198.83683350254887
A_hourly,F0_original,hour,246_12_2,6,250.01173452737112,250.01173452737112,-250.01173452737112
A_hourly,F1_hist_mean,hour,246_12_2,6,101.05714067893041,101.05714067893041,-101.05714067893041
A_hourly,F2_intraday_linear,hour,246_12_2,6,389.9108996830282,389.9108996830282,-389.9108996830282
A_hourly,F0_original,hour,246_12_3,6,248.6839582710718,248.6839582710718,-248.6839582710718
A_hourly,F1_hist_mean,hour,246_12_3,6,120.22635397403519,120.22635397403519,-120.22635397403519
A_hourly,F2_intraday_linear,hour,246_12_3,6,303.70695906064066,303.70695906064066,-303.70695906064066
A_hourly,F0_original,hour,246_12_4,6,300.88342015454145,300.88342015454145,-300.88342015454145
A_hourly,F1_hist_mean,hour,246_12_4,6,176.77864096338362,176.77864096338362,-176.77864096338362
A_hourly,F2_intraday_linear,hour,246_12_4,6,460.82377566201285,460.82377566201285,-460.82377566201285
A_hourly,F0_original,hour,246_12_5,6,280.78586048505804,280.78586048505804,-280.78586048505804
A_hourly,F1_hist_mean,hour,246_12_5,6,121.13048155125853,121.13048155125853,-121.13048155125853
A_hourly,F2_intraday_linear,hour,246_12_5,6,396.3793598140901,396.3793598140901,-396.3793598140901
A_hourly,F0_original,hour,246_18_0,6,247.26790953288582,247.26790953288582,-247.26790953288582
A_hourly,F1_hist_mean,hour,246_18_0,6,104.16740399539503,104.16740399539503,-104.16740399539503
A_hourly,F2_intraday_linear,hour,246_18_0,6,5.977921535760288,5.977921535760288,-5.977921535760288
A_hourly,F0_original,hour,246_18_1,6,185.9512593782474,185.9512593782474,-185.9512593782474
A_hourly,F1_hist_mean,hour,246_18_1,6,69.23122101757144,69.23122101757144,-69.23122101757144
A_hourly,F2_intraday_linear,hour,246_18_1,6,21.002912458702667,21.002912458702667,21.002912458702667
A_hourly,F0_original,hour,246_18_2,6,215.5128126678901,215.5128126678901,-215.5128126678901
A_hourly,F1_hist_mean,hour,246_18_2,6,91.6291859208659,91.6291859208659,-91.6291859208659
A_hourly,F2_intraday_linear,hour,246_18_2,6,13.955576919859595,13.955576919859595,13.955576919859595
A_hourly,F0_original,hour,246_18_3,6,493.97371636184016,493.97371636184016,-493.97371636184016
A_hourly,F1_hist_mean,hour,246_18_3,6,349.6070748896682,349.6070748896682,-349.6070748896682
A_hourly,F2_intraday_linear,hour,246_18_3,6,235.67306277996795,235.67306277996795,-235.67306277996795
A_hourly,F0_original,hour,246_18_4,6,321.1334791046106,321.1334791046106,-321.1334791046106
A_hourly,F1_hist_mean,hour,246_18_4,6,188.69825834940866,188.69825834940866,-188.69825834940866
A_hourly,F2_intraday_linear,hour,246_18_4,6,115.43204931023502,115.43204931023502,-115.43204931023502
A_hourly,F0_original,hour,246_18_5,6,112.87921509256921,112.87921509256921,-112.87921509256921
A_hourly,F1_hist_mean,hour,246_18_5,6,15.307062852426043,15.307062852426043,15.307062852426043
A_hourly,F2_intraday_linear,hour,246_18_5,6,110.90651807787299,110.90651807787299,110.90651807787299
A_hourly,F0_original,hour,247_6_0,6,58.32595111327464,58.32595111327464,-58.32595111327464
A_hourly,F1_hist_mean,hour,247_6_0,6,9.700465206130957,9.700465206130957,9.700465206130957
A_hourly,F2_intraday_linear,hour,247_6_0,6,14.916803718491792,14.916803718491792,14.916803718491792
A_hourly,F0_original,hour,247_6_1,6,204.89399257761806,204.89399257761806,-204.89399257761806
A_hourly,F1_hist_mean,hour,247_6_1,6,173.65612613311532,173.65612613311532,-173.65612613311532
A_hourly,F2_intraday_linear,hour,247_6_1,6,167.58526223081117,167.58526223081117,-167.58526223081117
A_hourly,F0_original,hour,247_6_2,6,14.138627745546728,14.138627745546728,14.138627745546728
A_hourly,F1_hist_mean,hour,247_6_2,6,71.75721143123883,71.75721143123883,71.75721143123883
A_hourly,F2_intraday_linear,hour,247_6_2,6,76.41333912150185,76.41333912150185,76.41333912150185
A_hourly,F0_original,hour,247_6_3,6,96.90337647894557,96.90337647894557,-96.90337647894557
A_hourly,F1_hist_mean,hour,247_6_3,6,62.88542796440515,62.88542796440515,-62.88542796440515
A_hourly,F2_intraday_linear,hour,247_6_3,6,58.47257054640295,58.47257054640295,-58.47257054640295
A_hourly,F0_original,hour,247_6_4,6,73.19665722948139,73.19665722948139,-73.19665722948139
A_hourly,F1_hist_mean,hour,247_6_4,6,10.441477727070378,10.441477727070378,-10.441477727070378
A_hourly,F2_intraday_linear,hour,247_6_4,6,1.864999901275496,1.864999901275496,-1.864999901275496
A_hourly,F0_original,hour,247_6_5,6,160.26822239150852,160.26822239150852,-160.26822239150852
A_hourly,F1_hist_mean,hour,247_6_5,6,72.74946286017894,72.74946286017894,-72.74946286017894
A_hourly,F2_intraday_linear,hour,247_6_5,6,65.14105627988101,65.14105627988101,-65.14105627988101
A_hourly,F0_original,hour,247_12_0,6,135.40311827351888,135.40311827351888,-135.40311827351888
A_hourly,F1_hist_mean,hour,247_12_0,6,22.617988926785074,22.617988926785074,-22.617988926785074
A_hourly,F2_intraday_linear,hour,247_12_0,6,36.64847683086555,36.64847683086555,36.64847683086555
A_hourly,F0_original,hour,247_12_1,6,312.8200489609035,312.8200489609035,-312.8200489609035
A_hourly,F1_hist_mean,hour,247_12_1,6,181.99589833934488,181.99589833934488,-181.99589833934488
A_hourly,F2_intraday_linear,hour,247_12_1,6,127.16145820579095,127.16145820579095,-127.16145820579095
A_hourly,F0_original,hour,247_12_2,6,341.6276553882717,341.6276553882717,-341.6276553882717
A_hourly,F1_hist_mean,hour,247_12_2,6,184.6159812184278,184.6159812184278,-184.6159812184278
A_hourly,F2_intraday_linear,hour,247_12_2,6,109.63373665221525,109.63373665221525,-109.63373665221525
A_hourly,F0_original,hour,247_12_3,6,364.2939307011311,364.2939307011311,-364.2939307011311
A_hourly,F1_hist_mean,hour,247_12_3,6,231.9507589433997,231.9507589433997,-231.9507589433997
A_hourly,F2_intraday_linear,hour,247_12_3,6,188.20237376672412,188.20237376672412,-188.20237376672412
A_hourly,F0_original,hour,247_12_4,6,370.76575769193823,370.76575769193823,-370.76575769193823
A_hourly,F1_hist_mean,hour,247_12_4,6,244.61270414222145,244.61270414222145,-244.61270414222145
A_hourly,F2_intraday_linear,hour,247_12_4,6,178.3528437020068,178.3528437020068,-178.3528437020068
A_hourly,F0_original,hour,247_12_5,6,495.5363247717046,495.5363247717046,-495.5363247717046
A_hourly,F1_hist_mean,hour,247_12_5,6,333.19874778356643,333.19874778356643,-333.19874778356643
A_hourly,F2_intraday_linear,hour,247_12_5,6,265.72188473157803,265.72188473157803,-265.72188473157803
